GeoID	E-Value (from SR's file)	Uniprot ID	Protein Name	Species 	GO Process	PFAM			B/E Case Inlet	B/E Fidalgo Bay	B/E Port Gamble	B/E Skokomish	E/B Case Inlet	E/B Fidalgo Bay	E/B Port Gamble	E/B Skokomish	# Bare Sites	# Eelgrass Sites
comp141236_c1_seq2	2.00E-34	P19838	Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	Homo sapiens (Human)	"apoptotic process [GO:0006915]; cellular response to brain-derived neurotrophic factor stimulus [GO:1990416]; cellular response to carbohydrate stimulus [GO:0071322]; cellular response to diterpene [GO:1904630]; cellular response to dsRNA [GO:0071359]; cellular response to glucoside [GO:1904632]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to nicotine [GO:0071316]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to tumor necrosis factor [GO:0071356]; Fc-epsilon receptor signaling pathway [GO:0038095]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; membrane protein intracellular domain proteolysis [GO:0031293]; negative regulation of apoptotic process [GO:0043066]; negative regulation of calcidiol 1-monooxygenase activity [GO:0010956]; negative regulation of cellular protein metabolic process [GO:0032269]; negative regulation of cholesterol transport [GO:0032375]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-12 biosynthetic process [GO:0045083]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of vitamin D biosynthetic process [GO:0010957]; NIK/NF-kappaB signaling [GO:0038061]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of hyaluronan biosynthetic process [GO:1900127]; positive regulation of lipid storage [GO:0010884]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of type I interferon production [GO:0032481]; response to copper ion [GO:0046688]; response to muscle stretch [GO:0035994]; response to oxidative stress [GO:0006979]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated MAPK cascade [GO:0051403]; T cell receptor signaling pathway [GO:0050852]; transcription from RNA polymerase II promoter [GO:0006366]"	PF12796;PF00531;PF16179;PF00554;	comp141236_c1_seq2	m.37646					2.71	3.12		4.69	1	3
comp139068_c0_seq1	0	P21872	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	Gallus gallus (Chicken)	'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]	PF00586;PF02769;PF00551;PF01071;PF02843;PF02844;	comp139068_c0_seq1	m.31571		3.76			2.66		14.46	98.42	2	3
comp133735_c0_seq1	3.00E-24	P22629	Streptavidin	Streptomyces avidinii		PF01382;	comp133735_c0_seq1	m.21898					6.07	15.15		2.92	1	3
comp142423_c1_seq3	3.00E-25	P24100	Cyclin-dependent kinase A-1 (CDKA;1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog A)	Arabidopsis thaliana (Mouse-ear cress)	asymmetric cell division [GO:0008356]; cytokinesis by cell plate formation [GO:0000911]; DNA endoreduplication [GO:0042023]; embryo development ending in seed dormancy [GO:0009793]; gametophyte development [GO:0048229]; mitotic nuclear division [GO:0007067]; pollen development [GO:0009555]; positive regulation of cell proliferation [GO:0008284]; regulation of meiotic nuclear division [GO:0040020]; response to cold [GO:0009409]	PF00069;	comp142423_c1_seq3	m.41911					2.22	5.03		25.82	1	3
comp83926_c0_seq1	1.00E-42	P30337	N-chimaerin (A-chimaerin) (Alpha-chimerin) (N-chimerin) (NC) (Rho GTPase-activating protein 2)	Rattus norvegicus (Rat)	ephrin receptor signaling pathway [GO:0048013]; intracellular signal transduction [GO:0035556]; motor neuron axon guidance [GO:0008045]; regulation of axonogenesis [GO:0050770]; signal transduction [GO:0007165]	PF00130;PF00620;	comp83926_c0_seq1	m.3958	"4,534.69"					40.8	201.19	373.26	1	3
comp138601_c0_seq4	3.00E-17	P41262	Hemoglobin-3 (Hemoglobin III) (Hb III)	Phacoides pectinatus (Thick lucine) (Lucina pectinata)		PF00042;	comp138601_c0_seq4	m.30469			5.19		12.44	42.97		2.61	1	3
comp123102_c2_seq3	2.00E-30	P43146	Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC)	Homo sapiens (Human)	anterior/posterior axon guidance [GO:0033564]; apoptotic process [GO:0006915]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; dorsal/ventral axon guidance [GO:0033563]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendrite development [GO:2000171]; negative regulation of neuron projection development [GO:0010977]; neuron migration [GO:0001764]; regulation of neuron death [GO:1901214]; spinal cord ventral commissure morphogenesis [GO:0021965]	PF00041;PF07679;PF06583;	comp123102_c2_seq3	m.12740				3.27	3.54	608.62	136.23		2	3
comp116890_c1_seq1	1.00E-65	P43378	Tyrosine-protein phosphatase non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase MEG2)	Homo sapiens (Human)	protein dephosphorylation [GO:0006470]	PF00650;PF00102;	comp116890_c1_seq1	m.10045	4.39					6.83	2.2	2.27	0	3
comp142151_c1_seq1	2.00E-117	P48768	Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2)	Rattus norvegicus (Rat)	calcium ion export from cell [GO:1990034]; calcium ion import into cell [GO:1990035]; calcium ion transport into cytosol [GO:0060402]; cell communication [GO:0007154]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; response to vitamin D [GO:0033280]; sodium ion transport [GO:0006814]; telencephalon development [GO:0021537]	PF03160;PF01699;PF16494;	comp142151_c1_seq1	m.40923	8.23					2.31	2.44	3.26	1	3
comp126124_c0_seq1	7.00E-86	P50904	Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP)	Rattus norvegicus (Rat)	actin cytoskeleton organization [GO:0030036]; activation of GTPase activity [GO:0090630]; cell adhesion [GO:0007155]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; embryo development [GO:0009790]; male genitalia development [GO:0030539]; mitotic cytokinesis [GO:0000281]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of glucose import [GO:0046326]; positive regulation of GTPase activity [GO:0043547]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein phosphorylation [GO:0001934]; regulation of actin filament polymerization [GO:0030833]; response to drug [GO:0042493]; response to insulin [GO:0032868]; signal transduction [GO:0007165]; vasculogenesis [GO:0001570]	PF00168;PF00169;PF00616;PF00017;PF00018;	comp126124_c0_seq1	m.14581			2.11		33.06	"1,823.17"		2.42	1	3
comp135317_c0_seq1	6.00E-67	P55061	Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6)	Homo sapiens (Human)	autophagy [GO:0006914]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; lung development [GO:0030324]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoribonuclease activity [GO:0060702]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of immunoglobulin secretion [GO:0051025]; negative regulation of mRNA endonucleolytic cleavage involved in unfolded protein response [GO:1904721]; negative regulation of protein binding [GO:0032091]; negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990441]; response to L-glutamate [GO:1902065]; response to unfolded protein [GO:0006986]; spermatogenesis [GO:0007283]		comp135317_c0_seq1	m.24181					9.67		242.37	4.15	1	3
comp142151_c1_seq6	2.00E-114	P57103	Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)	Homo sapiens (Human)	calcium ion export from cell [GO:1990034]; calcium ion import into cell [GO:1990035]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport into cytosol [GO:0060402]; cell communication [GO:0007154]; cellular calcium ion homeostasis [GO:0006874]; cellular response to cAMP [GO:0071320]; cellular response to hypoxia [GO:0071456]; hematopoietic progenitor cell differentiation [GO:0002244]; ion transport [GO:0006811]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transport [GO:0006851]; myelination [GO:0042552]; oligodendrocyte differentiation [GO:0048709]; regulation of cardiac conduction [GO:1903779]; regulation of skeletal muscle contraction [GO:0014819]; sodium ion transmembrane transport [GO:0035725]; telencephalon development [GO:0021537]	PF03160;PF01699;PF16494;	comp142151_c1_seq6	m.40931	8.23					2.31	2.44	3.26	0	3
comp139594_c0_seq1	4.00E-172	P69341	Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease)	Bos taurus (Bovine)	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]"	PF04857;PF01424;PF08675;	comp139594_c0_seq1	m.32711						4.84	33.55	3.82	0	3
comp142151_c1_seq3	4.00E-77	P70549	Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)	Rattus norvegicus (Rat)	calcium ion export from cell [GO:1990034]; calcium ion import into cell [GO:1990035]; calcium ion transport into cytosol [GO:0060402]; cell communication [GO:0007154]; cellular response to cAMP [GO:0071320]; cellular response to hypoxia [GO:0071456]; hematopoietic progenitor cell differentiation [GO:0002244]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transport [GO:0006851]; myelination [GO:0042552]; oligodendrocyte differentiation [GO:0048709]; regulation of skeletal muscle contraction [GO:0014819]; sodium ion transport [GO:0006814]; telencephalon development [GO:0021537]	PF03160;PF01699;PF16494;	comp142151_c1_seq3	m.40927	8.23					2.31	2.44	3.26	0	3
comp139287_c2_seq1	2.00E-43	P97615	"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)"	Rattus norvegicus (Rat)	cell redox homeostasis [GO:0045454]; cellular response to nutrient levels [GO:0031669]; cellular response to oxidative stress [GO:0034599]; glycerol ether metabolic process [GO:0006662]; protein folding [GO:0006457]; response to axon injury [GO:0048678]; response to drug [GO:0042493]; response to glucose [GO:0009749]; response to hormone [GO:0009725]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; response to organic cyclic compound [GO:0014070]; response to oxidative stress [GO:0006979]; sulfate assimilation [GO:0000103]	PF00085;	comp139287_c2_seq1	m.32055					35.2		2.57	8.04	1	3
comp142423_c1_seq24	4.00E-62	Q03141	MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (ELKL motif kinase 2) (EMK-2) (MPK-10)	Mus musculus (Mouse)		PF02149;PF00069;PF00627;	comp142423_c1_seq24	m.41944					2.22	5.03		25.82	0	3
comp116156_c0_seq1	2.00E-14	Q0WYX8	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	Gallus gallus (Chicken)	neuron migration [GO:0001764]	PF00629;	comp116156_c0_seq1	m.9779					3.86	2.23	"2,627.22"		1	3
comp142841_c2_seq7	5.00E-40	Q15527	Surfeit locus protein 2 (Surf-2)	Homo sapiens (Human)		PF05477;	comp142841_c2_seq7	m.43615					3.15	2.57	5.99		0	3
comp134820_c0_seq2	2.00E-61	Q2HEB0	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 (EC 3.6.4.13)	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	PF00270;PF00271;	comp134820_c0_seq2	m.23343					8.58	6.6	10.17	22.5	1	4
comp50630_c0_seq1	8.00E-104	Q567I9	Cytochrome b5 domain-containing protein 1	Danio rerio (Zebrafish) (Brachydanio rerio)		PF00173;	comp50630_c0_seq1	m.1968	2.14					214.16	4.98	8.21	1	3
comp141270_c1_seq5	2.00E-40	Q5DTL9	Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)	Mus musculus (Mouse)	bicarbonate transport [GO:0015701]; brain morphogenesis [GO:0048854]; hydrogen ion transmembrane transport [GO:1902600]; locomotory exploration behavior [GO:0035641]; multicellular organism growth [GO:0035264]; post-embryonic development [GO:0009791]; protein glycosylation [GO:0006486]; pyramidal neuron development [GO:0021860]; regulation of cellular pH [GO:0030641]; regulation of intracellular pH [GO:0051453]; regulation of pH [GO:0006885]; response to light stimulus [GO:0009416]; sodium ion transport [GO:0006814]	PF07565;PF00955;	comp141270_c1_seq5	m.37779						14.03	4.33	8.72	0	3
comp135302_c0_seq1	1.00E-13	Q5NVQ1	"HIG1 domain family member 1A, mitochondrial"	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	cellular response to glucose starvation [GO:0042149]; cellular response to hypoxia [GO:0071456]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; oxidation-reduction process [GO:0055114]; positive regulation of protein serine/threonine kinase activity [GO:0071902]	PF04588;	comp135302_c0_seq1	m.24166					10.23	2.92		2.57	1	3
comp139594_c0_seq3	1.00E-07	Q5RAR6	Target of EGR1 protein 1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)		PF04857;PF00642;	comp139594_c0_seq3	m.32713						4.84	33.55	3.82	0	3
comp137141_c0_seq2	1.00E-104	Q5U4F6	WD repeat-containing protein 34	Mus musculus (Mouse)		PF00400;	comp137141_c0_seq2	m.27522					15.01	2.28		5.15	1	3
comp137287_c0_seq1	5.00E-69	Q5XK91	Fibrinogen C domain-containing protein 1-B	Xenopus laevis (African clawed frog)		PF00147;	comp137287_c0_seq1	m.27801					136.55	96.42		3.72	0	3
comp140337_c2_seq1	2.00E-161	Q5ZMP6	AP-2 complex subunit mu (AP-2 mu chain) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	Gallus gallus (Chicken)	endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; negative regulation of protein localization to plasma membrane [GO:1903077]	PF00928;PF01217;	comp140337_c2_seq1	m.34668	2.66					10.35	6.3	8.18	1	3
comp143767_c0_seq5	2.00E-09	Q68CJ6	Nuclear GTPase SLIP-GC (EC 3.6.1.-) (Speckled-like pattern in the germinal center)	Homo sapiens (Human)	cellular response to DNA damage stimulus [GO:0006974]; somatic hypermutation of immunoglobulin genes [GO:0016446]	PF00350;	comp143767_c0_seq5	m.47437		12.81			2.37		2.53	3.23	1	3
comp135226_c0_seq2	3.00E-06	Q6DFB8	Tetratricopeptide repeat protein 37 (TPR repeat protein 37) (Thespin homolog)	Xenopus laevis (African clawed frog)		PF13181;	comp135226_c0_seq2	m.24061					2.34		3.09	4.73	1	3
comp144025_c0_seq1	5.00E-17	Q6DRL5	Myb-binding protein 1A-like protein	Danio rerio (Zebrafish) (Brachydanio rerio)	"regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]"	PF04931;	comp144025_c0_seq1	m.49227					2.51		5.27	3.49	0	3
comp135942_c2_seq1	3.00E-55	Q6ETN3	Probable 4-coumarate--CoA ligase 3 (4CL 3) (Os4CL3) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 3)	Oryza sativa subsp. japonica (Rice)	phenylpropanoid metabolic process [GO:0009698]	PF00501;PF13193;	comp135942_c2_seq1	m.25500		2.48			7.15		177.12	9.39	2	3
comp136628_c0_seq6	2.00E-112	Q6INX4	Mitochondrial enolase superfamily member 1 (L-fuconate dehydratase) (EC 4.2.1.68)	Xenopus laevis (African clawed frog)	cellular carbohydrate catabolic process [GO:0044275]	PF13378;PF02746;	comp136628_c0_seq6	m.26639	36.21					3.72	672.09	5.31	0	3
comp89127_c1_seq1	6.00E-38	Q6NRP2	Proteasome activator complex subunit 4 (Proteasome activator PA200)	Xenopus laevis (African clawed frog)	"cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; spermatogenesis, exchange of chromosomal proteins [GO:0035093]"	PF16507;PF11919;	comp89127_c1_seq1	m.4401	2.43					2.57	4.14	5.63	1	3
comp25254_c0_seq1	2.00E-42	Q6ZMW3	Echinoderm microtubule-associated protein-like 6 (EMAP-6) (Echinoderm microtubule-associated protein-like 5-like)	Homo sapiens (Human)		PF12894;PF03451;PF00400;	comp25254_c0_seq1	m.623				3.92	9.42	63.49	21.06		1	3
comp143433_c1_seq8	3.00E-59	Q6ZQ58	La-related protein 1 (La ribonucleoprotein domain family member 1)	Mus musculus (Mouse)	cell proliferation [GO:0008283]; positive regulation of macroautophagy [GO:0016239]; positive regulation of viral genome replication [GO:0045070]; TOR signaling [GO:0031929]; translational initiation [GO:0006413]	PF05383;	comp143433_c1_seq8	m.45915				3.27	3.54	608.62	136.23		2	3
comp144210_c0_seq4	5.00E-13	Q6ZR08	"Dynein heavy chain 12, axonemal (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12) (Dynein heavy chain 7-like, axonemal) (Dynein heavy chain domain-containing protein 2)"	Homo sapiens (Human)	microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08393;PF03028;	comp144210_c0_seq4	m.50307					2.25	67		2.62	0	3
comp139895_c0_seq6	4.00E-104	Q6ZWR6	Nesprin-1 (Enaptin) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	Mus musculus (Mouse)	cytoskeletal anchoring at nuclear membrane [GO:0090286]; establishment of nucleus localization [GO:0040023]; Golgi organization [GO:0007030]; muscle cell differentiation [GO:0042692]; nuclear matrix anchoring at nuclear membrane [GO:0090292]	PF00307;PF10541;PF00435;	comp139895_c0_seq6	m.33322	5.48					6.03	2.68	2.23	1	3
comp142423_c1_seq1	0	Q7KZI7	Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b)	Homo sapiens (Human)	activation of protein kinase activity [GO:0032147]; establishment of cell polarity [GO:0030010]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; intracellular signal transduction [GO:0035556]; mitochondrion localization [GO:0051646]; mitophagy [GO:0000422]; neuron migration [GO:0001764]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of neuron projection development [GO:0010976]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of axonogenesis [GO:0050770]; regulation of cytoskeleton organization [GO:0051493]; Wnt signaling pathway [GO:0016055]	PF02149;PF00069;PF00627;	comp142423_c1_seq1	m.41909					2.22	5.03		25.82	0	3
comp146474_c0_seq1	2.00E-29	Q8BMC3	SHC-transforming protein 2 (Protein Sck) (Protein Sli) (SHC-transforming protein B) (Src homology 2 domain-containing-transforming protein C2) (SH2 domain protein C2)	Mus musculus (Mouse)	activation of MAPK activity [GO:0000187]; intracellular signal transduction [GO:0035556]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	PF00640;PF00017;	comp146474_c0_seq1	m.53869					3.05		2.1	3.6	1	3
comp130854_c0_seq1	3.00E-70	Q8C460	ERI1 exoribonuclease 3 (EC 3.1.-.-) (Prion interactor 1) (Prion protein-interacting protein)	Mus musculus (Mouse)	"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]"	PF00929;	comp130854_c0_seq1	m.18575				3.27	3.54	608.62	136.23		1	3
comp142151_c1_seq8	4.00E-13	Q8CGQ8	Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4)	Mus musculus (Mouse)	amelogenesis [GO:0097186]; cellular calcium ion homeostasis [GO:0006874]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]	PF01699;	comp142151_c1_seq8	m.40933	8.23					2.31	2.44	3.26	1	3
comp144254_c0_seq1	1.00E-127	Q8IZH2	5'-3' exoribonuclease 1 (EC 3.1.13.-) (Strand-exchange protein 1 homolog)	Homo sapiens (Human)	histone mRNA catabolic process [GO:0071044]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; regulation of mRNA stability [GO:0043488]; rRNA catabolic process [GO:0016075]	PF03159;	comp144254_c0_seq1	m.50498			4.39		4.93	3.51		4.23	1	3
comp139635_c0_seq14	0	Q8NCN5	"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)"	Homo sapiens (Human)	regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]	PF01266;PF16350;PF01571;PF08669;	comp139635_c0_seq14	m.32766					4.21	2.39	18.17	2.51	1	4
comp142423_c1_seq8	7.00E-134	Q8VHJ5	Serine/threonine-protein kinase MARK1 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif serine/threonine-protein kinase 3) (MAP/microtubule affinity-regulating kinase 1) (PAR1 homolog c) (Par-1c) (mPar-1c)	Mus musculus (Mouse)	intracellular signal transduction [GO:0035556]; microtubule cytoskeleton organization [GO:0000226]; neuron migration [GO:0001764]; protein phosphorylation [GO:0006468]; Wnt signaling pathway [GO:0016055]	PF02149;PF00069;PF00627;	comp142423_c1_seq8	m.41920					2.22	5.03		25.82	0	3
comp142151_c1_seq2	4.00E-07	Q8WXG9	G-protein coupled receptor 98 (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Usher syndrome type-2C protein) (Very large G-protein coupled receptor 1)	Homo sapiens (Human)	cell surface receptor signaling pathway [GO:0007166]; G-protein coupled receptor signaling pathway [GO:0007186]; maintenance of organ identity [GO:0048496]; nervous system development [GO:0007399]; neurological system process [GO:0050877]; photoreceptor cell maintenance [GO:0045494]; sensory perception of light stimulus [GO:0050953]; sensory perception of sound [GO:0007605]; single organismal cell-cell adhesion [GO:0016337]; visual perception [GO:0007601]	PF00002;PF03160;PF03736;	comp142151_c1_seq2	m.40925	8.23					2.31	2.44	3.26	1	3
comp140435_c0_seq1	0	Q922K7	Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)	Mus musculus (Mouse)	maturation of LSU-rRNA [GO:0000470]; rRNA base methylation [GO:0070475]	PF01189;PF17125;PF08062;	comp140435_c0_seq1	m.34845					12.38	9.43		2.32	0	3
comp131458_c0_seq1	5.00E-73	Q96AB6	Protein N-terminal asparagine amidohydrolase (EC 3.5.1.-) (Protein NH2-terminal asparagine amidohydrolase) (PNAA) (Protein NH2-terminal asparagine deamidase) (PNAD) (Protein N-terminal Asn amidase) (Protein N-terminal asparagine amidase) (Protein NTN-amidase)	Homo sapiens (Human)	adult locomotory behavior [GO:0008344]; memory [GO:0007613]	PF14736;	comp131458_c0_seq1	m.19217					3.16	"2,425.00"		2.52	1	3
comp135656_c7_seq3	3.00E-07	Q96D05	Uncharacterized protein C10orf35	Homo sapiens (Human)		PF15378;	comp135656_c7_seq3	m.24932		2.97			32.33		2.27	7.98	1	3
comp120120_c0_seq1	5.00E-25	Q96MM6	Heat shock 70 kDa protein 12B	Homo sapiens (Human)			comp120120_c0_seq1	m.11348						6.21	2.24	17.57	0	3
comp135942_c2_seq3	3.00E-06	Q99NB1	"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1)"	Mus musculus (Mouse)	acetate biosynthetic process [GO:0019413]; acetyl-CoA biosynthetic process [GO:0006085]; acetyl-CoA biosynthetic process from acetate [GO:0019427]; propionate biosynthetic process [GO:0019542]	PF16177;PF00501;PF13193;	comp135942_c2_seq3	m.25502		2.48			7.15		177.12	9.39	1	3
comp28457_c0_seq1	2.00E-20	Q9BI23	Protein yellow	Drosophila erecta (Fruit fly)	male mating behavior [GO:0060179]; melanin biosynthetic process [GO:0042438]; multicellular organism development [GO:0007275]	PF03022;	comp28457_c0_seq1	m.903				39.19	2.45	2.53	5.68		2	3
comp144025_c0_seq2	2.00E-09	Q9BQG0	Myb-binding protein 1A	Homo sapiens (Human)	"cellular response to glucose starvation [GO:0042149]; circadian regulation of gene expression [GO:0032922]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleocytoplasmic transport [GO:0006913]; osteoblast differentiation [GO:0001649]; positive regulation of anoikis [GO:2000210]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of gene expression, epigenetic [GO:0045815]; regulation of transcription, DNA-templated [GO:0006355]; respiratory electron transport chain [GO:0022904]; transcription, DNA-templated [GO:0006351]"	PF04931;	comp144025_c0_seq2	m.49228					2.51		5.27	3.49	0	3
comp139505_c0_seq2	0	Q9D7B6	"Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.99.-) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)"	Mus musculus (Mouse)	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; lipid homeostasis [GO:0055088]; valine catabolic process [GO:0006574]	PF00441;PF02770;PF02771;	comp139505_c0_seq2	m.32489		3.83			58.34		25.88	26.18	2	3
comp134418_c0_seq1	2.00E-71	Q9DBS8	Centrosomal protein POC5 (Protein of centriole 5)	Mus musculus (Mouse)	cell cycle [GO:0007049]		comp134418_c0_seq1	m.22812		5.25			15.56		2.02	6.08	1	3
