Protein ID, FB Eelgrass , PG Eelgrass , CI Eelgrass , SK Eelgrass , FB Bare , PG Bare , CI Bare , SK Bare , WB Bare ,Ave Eelgrass,Ave Bare,,,
cds.comp140922_c0_seq2|m.36435, 0.0067 , 0.0066 , 0.0040 , 0.0011 , 0.0621 , 0.0046 , 0.0076 , 0.0061 , 0.0058 , 0.0046 , 0.0172 ,,,
cds.comp140922_c0_seq20|m.36472, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq21|m.36475, 0.0063 , 0.0064 , 0.0054 , 0.0085 , 0.0077 , 0.0069 , 0.0083 , 0.0088 , 0.0093 , 0.0067 , 0.0082 ,,,
cds.comp140922_c0_seq23|m.36476, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq24|m.36478, 0.0063 , 0.0064 , 0.0054 , 0.0085 , 0.0077 , 0.0069 , 0.0083 , 0.0088 , 0.0093 , 0.0067 , 0.0082 ,,,
cds.comp140922_c0_seq25|m.36480, 0.0063 , 0.0064 , 0.0054 , 0.0085 , 0.0077 , 0.0069 , 0.0083 , 0.0088 , 0.0093 , 0.0067 , 0.0082 ,,,
cds.comp140922_c0_seq26|m.36482, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq27|m.36485, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq28|m.36488, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq29|m.36491, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq3|m.36437, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq30|m.36493, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq31|m.36496, 0.0067 , 0.0066 , 0.0040 , 0.0011 , 0.0621 , 0.0046 , 0.0076 , 0.0061 , 0.0058 , 0.0046 , 0.0172 ,,,
cds.comp140922_c0_seq4|m.36440, 0.0063 , 0.0064 , 0.0054 , 0.0085 , 0.0077 , 0.0069 , 0.0083 , 0.0088 , 0.0093 , 0.0067 , 0.0082 ,,,
cds.comp140922_c0_seq5|m.36441, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq6|m.36444, 0.0067 , 0.0066 , 0.0040 , 0.0011 , 0.0621 , 0.0046 , 0.0076 , 0.0061 , 0.0058 , 0.0046 , 0.0172 ,,,
cds.comp140922_c0_seq7|m.36446, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq8|m.36449, 0.0131 , 0.0130 , 0.0094 , 0.0096 , 0.0698 , 0.0115 , 0.0159 , 0.0149 , 0.0151 , 0.0113 , 0.0254 ,,,
cds.comp140922_c0_seq9|m.36451, 0.0063 , 0.0064 , 0.0054 , 0.0085 , 0.0077 , 0.0069 , 0.0083 , 0.0088 , 0.0093 , 0.0067 , 0.0082 ,,,
cds.comp140923_c1_seq1|m.36504, 0.0481 , 0.0325 , 0.0562 , 0.0351 , 0.0122 , 0.0605 , 0.0896 , 0.0582 , 0.1014 , 0.0430 , 0.0644 ,,,
cds.comp140930_c0_seq1|m.36516, 20.3752 , 19.0256 , 7.8985 , 20.7261 , 13.5683 , 19.7948 , 14.0458 , 13.5015 , 21.8173 , 17.0064 , 16.5455 ,,,
cds.comp140930_c0_seq2|m.36518, 20.3752 , 19.0256 , 7.8985 , 20.7261 , 13.5683 , 19.7948 , 14.0458 , 13.5015 , 21.8173 , 17.0064 , 16.5455 ,,,
cds.comp140930_c0_seq3|m.36519, 20.3752 , 19.0256 , 7.8985 , 20.7261 , 13.5683 , 19.7948 , 14.0458 , 13.5015 , 21.8173 , 17.0064 , 16.5455 ,,,
cds.comp140930_c0_seq4|m.36521, 7.9215 , 8.0637 , 3.7079 , 8.6228 , 5.5729 , 8.4793 , 5.9931 , 5.6970 , 9.2676 , 7.0790 , 7.0020 ,,,
cds.comp140930_c0_seq5|m.36524, 7.9215 , 8.0637 , 3.7079 , 8.6228 , 5.5729 , 8.4793 , 5.9931 , 5.6970 , 9.2676 , 7.0790 , 7.0020 ,,,
cds.comp140935_c0_seq1|m.36545, 0.0863 , 0.0952 , 0.0336 , 0.0477 , 0.0067 , 0.0617 , 0.0430 , 0.0452 , 0.0500 , 0.0657 , 0.0413 ,,,
cds.comp140935_c0_seq1|m.36547, 0.0082 , 0.0048 , 0.0019 , 0.0056 , 0.0045 , 0.0082 , 0.0038 , 0.0038 , 0.0066 , 0.0051 , 0.0054 ,,,
cds.comp140935_c0_seq2|m.36548, 0.0863 , 0.0952 , 0.0336 , 0.0477 , 0.0067 , 0.0617 , 0.0430 , 0.0452 , 0.0500 , 0.0657 , 0.0413 ,,,
cds.comp140935_c0_seq2|m.36550, 0.0082 , 0.0048 , 0.0019 , 0.0056 , 0.0045 , 0.0082 , 0.0038 , 0.0038 , 0.0066 , 0.0051 , 0.0054 ,,,
cds.comp140935_c0_seq3|m.36551, 0.0245 , 0.0260 , 0.0064 , 0.0247 , 0.0163 , 0.0219 , 0.0129 , 0.0212 , 0.0216 , 0.0204 , 0.0188 ,,,
cds.comp140936_c0_seq1|m.36553, 0.0093 , 0.0090 , 0.0018 , 0.0078 , 0.0083 , 0.0077 , 0.0047 , 0.0048 , 0.0122 , 0.0070 , 0.0076 ,,,
cds.comp140936_c0_seq2|m.36554, 0.0093 , 0.0090 , 0.0018 , 0.0078 , 0.0083 , 0.0077 , 0.0047 , 0.0048 , 0.0122 , 0.0070 , 0.0076 ,,,
cds.comp140936_c0_seq3|m.36555, 0.0093 , 0.0090 , 0.0018 , 0.0078 , 0.0083 , 0.0077 , 0.0047 , 0.0048 , 0.0122 , 0.0070 , 0.0076 ,,,
cds.comp140938_c0_seq1|m.36562, 0.0188 , 0.0249 , 0.0292 , 0.0241 , 0.0215 , 0.0365 , 0.0252 , 0.0222 , 0.0229 , 0.0242 , 0.0256 ,,,
cds.comp140938_c2_seq1|m.36563, 0.0984 , 0.0936 , 0.0671 , 0.0814 , 0.0872 , 0.1046 , 0.0780 , 0.0744 , 0.0672 , 0.0852 , 0.0823 ,,,
cds.comp140939_c0_seq1|m.36564, 0.3708 , 0.3391 , 0.3220 , 0.2682 , 0.3295 , 0.3766 , 0.2852 , 0.2920 , 0.2690 , 0.3250 , 0.3104 ,,,
cds.comp140939_c0_seq2|m.36567, 0.3708 , 0.3391 , 0.3220 , 0.2682 , 0.3295 , 0.3766 , 0.2852 , 0.2920 , 0.2690 , 0.3250 , 0.3104 ,,,
cds.comp140942_c0_seq1|m.36665, 0.0031 , 0.0017 , 0.0056 , 0.0023 , 0.0023 , 0.0039 , 0.0041 , 0.0022 , 0.0043 , 0.0032 , 0.0033 ,,,
cds.comp140948_c0_seq1|m.36675, 0.1718 , 0.1738 , 0.1433 , 0.1431 , 0.2002 , 0.2129 , 0.1328 , 0.1622 , 0.1283 , 0.1580 , 0.1673 ,,,
cds.comp140956_c1_seq1|m.36691, 0.0988 , 0.1326 , 0.0447 , 0.1210 , 0.0700 , 0.1192 , 0.0831 , 0.0883 , 0.1577 , 0.0993 , 0.1037 ,,,
cds.comp140956_c1_seq2|m.36692, 0.0988 , 0.1326 , 0.0447 , 0.1210 , 0.0700 , 0.1192 , 0.0831 , 0.0883 , 0.1577 , 0.0993 , 0.1037 ,,,
cds.comp140956_c1_seq6|m.36693, 0.0988 , 0.1326 , 0.0447 , 0.1210 , 0.0700 , 0.1192 , 0.0831 , 0.0883 , 0.1577 , 0.0993 , 0.1037 ,,,
cds.comp140961_c1_seq1|m.36698, 0.0679 , 0.0419 , 0.0395 , 0.0481 , 0.0367 , 0.0453 , 0.0438 , 0.0478 , 0.0431 , 0.0494 , 0.0433 ,,,
cds.comp140962_c1_seq1|m.36700, 0.0255 , 0.0219 , 0.0229 , 0.0180 , 0.0221 , 0.0348 , 0.0256 , 0.0238 , 0.0173 , 0.0221 , 0.0247 ,,,
cds.comp140962_c1_seq3|m.36701, 0.0255 , 0.0219 , 0.0229 , 0.0180 , 0.0221 , 0.0348 , 0.0256 , 0.0238 , 0.0173 , 0.0221 , 0.0247 ,,,
cds.comp140962_c1_seq4|m.36702, 0.0255 , 0.0219 , 0.0229 , 0.0180 , 0.0221 , 0.0348 , 0.0256 , 0.0238 , 0.0173 , 0.0221 , 0.0247 ,,,
cds.comp140962_c1_seq5|m.36703, 0.0255 , 0.0219 , 0.0229 , 0.0180 , 0.0221 , 0.0348 , 0.0256 , 0.0238 , 0.0173 , 0.0221 , 0.0247 ,,,
cds.comp140962_c1_seq7|m.36704, 0.0255 , 0.0219 , 0.0229 , 0.0180 , 0.0221 , 0.0348 , 0.0256 , 0.0238 , 0.0173 , 0.0221 , 0.0247 ,,,
cds.comp140962_c1_seq8|m.36705, 0.0255 , 0.0219 , 0.0229 , 0.0180 , 0.0221 , 0.0348 , 0.0256 , 0.0238 , 0.0173 , 0.0221 , 0.0247 ,,,
cds.comp140978_c0_seq1|m.36761, 0.0000 , 0.0013 , 0.0001 , 0.0007 , 0.0004 , 0.0020 , 0.0000 , 0.0000 , 0.0004 , 0.0005 , 0.0006 ,,,
cds.comp140978_c0_seq2|m.36763, 0.0000 , 0.0013 , 0.0001 , 0.0007 , 0.0004 , 0.0020 , 0.0000 , 0.0000 , 0.0004 , 0.0005 , 0.0006 ,,,
cds.comp140979_c0_seq1|m.36765, 0.2719 , 0.2349 , 0.1641 , 0.3310 , 0.2831 , 0.2068 , 0.1890 , 0.2399 , 0.2045 , 0.2505 , 0.2247 ,,,
cds.comp140989_c0_seq1|m.36770, 0.1070 , 0.0652 , 0.0551 , 0.1562 , 0.0724 , 0.1035 , 0.0892 , 0.1193 , 0.1343 , 0.0958 , 0.1037 ,,,
cds.comp140989_c0_seq2|m.36771, 0.1070 , 0.0652 , 0.0551 , 0.1562 , 0.0724 , 0.1035 , 0.0892 , 0.1193 , 0.1343 , 0.0958 , 0.1037 ,,,
cds.comp140989_c0_seq3|m.36772, 0.1070 , 0.0652 , 0.0551 , 0.1562 , 0.0724 , 0.1035 , 0.0892 , 0.1193 , 0.1343 , 0.0958 , 0.1037 ,,,
cds.comp140989_c0_seq4|m.36773, 0.1070 , 0.0652 , 0.0551 , 0.1562 , 0.0724 , 0.1035 , 0.0892 , 0.1193 , 0.1343 , 0.0958 , 0.1037 ,,,
cds.comp140994_c1_seq12|m.36774, 0.0197 , 0.0175 , 0.0026 , 0.0138 , 0.0082 , 0.0275 , 0.0088 , 0.0057 , 0.0502 , 0.0134 , 0.0201 ,,,
cds.comp140995_c0_seq1|m.36775, 0.0009 , 0.0012 , 0.0020 , 0.0007 , 0.0019 , 0.0038 , 0.0003 , 0.0011 , 0.0005 , 0.0012 , 0.0015 ,,,
cds.comp140995_c0_seq2|m.36777, 0.0009 , 0.0012 , 0.0020 , 0.0007 , 0.0019 , 0.0038 , 0.0003 , 0.0011 , 0.0005 , 0.0012 , 0.0015 ,,,
cds.comp141008_c0_seq1|m.36802, 0.0285 , 0.0222 , 0.0228 , 0.0244 , 0.0124 , 0.0141 , 0.0224 , 0.0206 , 0.0188 , 0.0245 , 0.0177 ,,,
cds.comp141008_c0_seq2|m.36803, 0.0285 , 0.0222 , 0.0228 , 0.0244 , 0.0124 , 0.0141 , 0.0224 , 0.0206 , 0.0188 , 0.0245 , 0.0177 ,,,
cds.comp141008_c0_seq4|m.36805, 0.0285 , 0.0222 , 0.0228 , 0.0244 , 0.0124 , 0.0141 , 0.0224 , 0.0206 , 0.0188 , 0.0245 , 0.0177 ,,,
cds.comp141010_c0_seq1|m.36810, 0.0046 , 0.0044 , 0.0034 , 0.0098 , 0.0056 , 0.0059 , 0.0081 , 0.0059 , 0.0090 , 0.0055 , 0.0069 ,,,
cds.comp141010_c0_seq2|m.36812, 0.0046 , 0.0044 , 0.0034 , 0.0098 , 0.0056 , 0.0059 , 0.0081 , 0.0059 , 0.0090 , 0.0055 , 0.0069 ,,,
cds.comp141015_c2_seq1|m.36817, 0.0300 , 0.0372 , 0.0223 , 0.0176 , 0.0361 , 0.0504 , 0.0172 , 0.0210 , 0.0193 , 0.0268 , 0.0288 ,,,
cds.comp141015_c2_seq2|m.36820, 0.0300 , 0.0372 , 0.0223 , 0.0176 , 0.0361 , 0.0504 , 0.0172 , 0.0210 , 0.0193 , 0.0268 , 0.0288 ,,,
cds.comp141015_c2_seq3|m.36823, 0.0300 , 0.0372 , 0.0223 , 0.0176 , 0.0361 , 0.0504 , 0.0172 , 0.0210 , 0.0193 , 0.0268 , 0.0288 ,,,
cds.comp141015_c2_seq6|m.36826, 0.0300 , 0.0372 , 0.0223 , 0.0176 , 0.0361 , 0.0504 , 0.0172 , 0.0210 , 0.0193 , 0.0268 , 0.0288 ,,,
cds.comp141017_c0_seq1|m.36835, 0.0632 , 0.0581 , 0.0299 , 0.0244 , 0.0103 , 0.0625 , 0.0343 , 0.0432 , 0.0336 , 0.0439 , 0.0368 ,,,
cds.comp141021_c1_seq1|m.36851, 0.7943 , 0.6875 , 0.4638 , 0.5729 , 0.6290 , 0.7180 , 0.4027 , 0.6369 , 0.5290 , 0.6296 , 0.5831 ,,,
cds.comp141021_c1_seq2|m.36853, 0.7943 , 0.6875 , 0.4638 , 0.5729 , 0.6290 , 0.7180 , 0.4027 , 0.6369 , 0.5290 , 0.6296 , 0.5831 ,,,
cds.comp141021_c1_seq3|m.36855, 0.7943 , 0.6875 , 0.4638 , 0.5729 , 0.6290 , 0.7180 , 0.4027 , 0.6369 , 0.5290 , 0.6296 , 0.5831 ,,,
cds.comp141023_c0_seq1|m.36864, 0.0087 , 0.0066 , 0.0048 , 0.0064 , 0.0064 , 0.0086 , 0.0077 , 0.0056 , 0.0066 , 0.0066 , 0.0070 ,,,
cds.comp141023_c0_seq2|m.36865, 0.0087 , 0.0066 , 0.0048 , 0.0064 , 0.0064 , 0.0086 , 0.0077 , 0.0056 , 0.0066 , 0.0066 , 0.0070 ,,,
cds.comp141025_c0_seq1|m.36866, 0.7102 , 0.5596 , 0.4698 , 0.7022 , 0.7085 , 0.5902 , 0.4387 , 0.5638 , 0.6011 , 0.6105 , 0.5805 ,,,
cds.comp141025_c0_seq2|m.36868, 0.7102 , 0.5596 , 0.4698 , 0.7022 , 0.7085 , 0.5902 , 0.4387 , 0.5638 , 0.6011 , 0.6105 , 0.5805 ,,,
cds.comp141025_c0_seq3|m.36870, 0.7102 , 0.5596 , 0.4698 , 0.7022 , 0.7085 , 0.5902 , 0.4387 , 0.5638 , 0.6011 , 0.6105 , 0.5805 ,,,
cds.comp141027_c0_seq1|m.36872, 0.1338 , 0.0679 , 0.0945 , 0.0997 , 0.0840 , 0.0713 , 0.0737 , 0.0614 , 0.0705 , 0.0990 , 0.0722 ,,,
cds.comp141034_c1_seq2|m.36915, 0.0019 , 0.0030 , 0.0047 , 0.0037 , 0.0016 , 0.0017 , 0.0129 , 0.0074 , 0.0043 , 0.0033 , 0.0056 ,,,
cds.comp141034_c1_seq4|m.36916, 0.0019 , 0.0032 , 0.0054 , 0.0040 , 0.0021 , 0.0019 , 0.0209 , 0.0085 , 0.0057 , 0.0036 , 0.0078 ,,,
cds.comp141041_c0_seq1|m.36924, 0.6320 , 0.4844 , 0.4703 , 0.4910 , 0.7598 , 0.6272 , 0.4135 , 0.4358 , 0.3978 , 0.5194 , 0.5268 ,,,
cds.comp141041_c0_seq2|m.36925, 0.6320 , 0.4844 , 0.4703 , 0.4910 , 0.7598 , 0.6272 , 0.4135 , 0.4358 , 0.3978 , 0.5194 , 0.5268 ,,,
cds.comp141041_c0_seq3|m.36926, 0.6320 , 0.4844 , 0.4703 , 0.4910 , 0.7598 , 0.6272 , 0.4135 , 0.4358 , 0.3978 , 0.5194 , 0.5268 ,,,
cds.comp141044_c0_seq1|m.36927, 0.0073 , 0.0092 , 0.0098 , 0.0045 , 0.0037 , 0.0084 , 0.0108 , 0.0073 , 0.0067 , 0.0077 , 0.0074 ,,,
cds.comp141049_c0_seq1|m.36929, 0.0719 , 0.1228 , 0.0725 , 0.1078 , 0.0797 , 0.1021 , 0.0865 , 0.0808 , 0.0536 , 0.0937 , 0.0805 ,,,
cds.comp141049_c0_seq2|m.36932, 0.0315 , 0.0364 , 0.0346 , 0.0267 , 0.0418 , 0.0310 , 0.0404 , 0.0227 , 0.0189 , 0.0323 , 0.0310 ,,,
cds.comp141057_c0_seq1|m.36952, 0.3998 , 0.3661 , 0.2750 , 0.2902 , 0.2772 , 0.4227 , 0.3214 , 0.3169 , 0.2994 , 0.3328 , 0.3275 ,,,
cds.comp141060_c0_seq1|m.36967, 0.0009 , 0.0003 , 0.0008 , 0.0003 , 0.0012 , 0.0003 , 0.0094 , 0.0236 , 0.0082 , 0.0006 , 0.0085 ,,,
cds.comp141060_c0_seq2|m.36972, 0.0009 , 0.0003 , 0.0008 , 0.0003 , 0.0012 , 0.0003 , 0.0094 , 0.0236 , 0.0082 , 0.0006 , 0.0085 ,,,
cds.comp141060_c0_seq3|m.36977, 0.0009 , 0.0003 , 0.0008 , 0.0003 , 0.0012 , 0.0003 , 0.0094 , 0.0236 , 0.0082 , 0.0006 , 0.0085 ,,,
cds.comp141060_c0_seq4|m.36981, 0.0009 , 0.0003 , 0.0008 , 0.0003 , 0.0012 , 0.0003 , 0.0094 , 0.0236 , 0.0082 , 0.0006 , 0.0085 ,,,
cds.comp141065_c1_seq1|m.37004, 0.0146 , 0.0111 , 0.0124 , 0.0097 , 0.0620 , 0.0181 , 0.0014 , 0.0099 , 0.0013 , 0.0120 , 0.0185 ,,,
cds.comp141065_c1_seq2|m.37006, 0.0146 , 0.0111 , 0.0124 , 0.0097 , 0.0620 , 0.0181 , 0.0014 , 0.0099 , 0.0013 , 0.0120 , 0.0185 ,,,
cds.comp141065_c1_seq3|m.37008, 0.0389 , 0.0217 , 0.0314 , 0.0269 , 0.1387 , 0.0399 , 0.0031 , 0.0192 , 0.0014 , 0.0297 , 0.0404 ,,,
cds.comp141065_c1_seq4|m.37009, 0.0146 , 0.0111 , 0.0124 , 0.0097 , 0.0620 , 0.0181 , 0.0014 , 0.0099 , 0.0013 , 0.0120 , 0.0185 ,,,
cds.comp141065_c1_seq5|m.37011, 0.0146 , 0.0111 , 0.0124 , 0.0097 , 0.0620 , 0.0181 , 0.0014 , 0.0099 , 0.0013 , 0.0120 , 0.0185 ,,,
cds.comp141065_c1_seq6|m.37013, 0.0146 , 0.0111 , 0.0124 , 0.0097 , 0.0620 , 0.0181 , 0.0014 , 0.0099 , 0.0013 , 0.0120 , 0.0185 ,,,
cds.comp141065_c1_seq7|m.37015, 0.0146 , 0.0111 , 0.0124 , 0.0097 , 0.0620 , 0.0181 , 0.0014 , 0.0099 , 0.0013 , 0.0120 , 0.0185 ,,,
cds.comp141065_c1_seq8|m.37017, 0.0389 , 0.0217 , 0.0314 , 0.0269 , 0.1387 , 0.0399 , 0.0031 , 0.0192 , 0.0014 , 0.0297 , 0.0404 ,,,
cds.comp141065_c1_seq9|m.37019, 0.0389 , 0.0217 , 0.0314 , 0.0269 , 0.1387 , 0.0399 , 0.0031 , 0.0192 , 0.0014 , 0.0297 , 0.0404 ,,,
cds.comp141072_c0_seq1|m.37026, 0.0009 , 0.0006 , 0.0011 , 0.0017 , 0.0018 , 0.0002 , 0.0045 , 0.0028 , 0.0045 , 0.0010 , 0.0028 ,,,
cds.comp141072_c0_seq2|m.37028, 0.0009 , 0.0006 , 0.0011 , 0.0017 , 0.0018 , 0.0002 , 0.0045 , 0.0028 , 0.0045 , 0.0010 , 0.0028 ,,,
cds.comp141072_c0_seq3|m.37030, 0.0009 , 0.0006 , 0.0011 , 0.0017 , 0.0018 , 0.0002 , 0.0045 , 0.0028 , 0.0045 , 0.0010 , 0.0028 ,,,
cds.comp141072_c0_seq4|m.37033, 0.0009 , 0.0006 , 0.0011 , 0.0017 , 0.0018 , 0.0002 , 0.0045 , 0.0028 , 0.0045 , 0.0010 , 0.0028 ,,,
cds.comp141072_c0_seq5|m.37035, 0.0009 , 0.0006 , 0.0011 , 0.0017 , 0.0018 , 0.0002 , 0.0045 , 0.0028 , 0.0045 , 0.0010 , 0.0028 ,,,
cds.comp141072_c0_seq7|m.37039, 0.0009 , 0.0006 , 0.0011 , 0.0017 , 0.0018 , 0.0002 , 0.0045 , 0.0028 , 0.0045 , 0.0010 , 0.0028 ,,,
cds.comp141074_c1_seq1|m.37044, 0.0103 , 0.0061 , 0.0085 , 0.0082 , 0.0043 , 0.0087 , 0.0049 , 0.0104 , 0.0066 , 0.0083 , 0.0070 ,,,
cds.comp141074_c1_seq2|m.37045, 0.0103 , 0.0061 , 0.0085 , 0.0082 , 0.0043 , 0.0087 , 0.0049 , 0.0104 , 0.0066 , 0.0083 , 0.0070 ,,,
cds.comp141089_c0_seq1|m.37079, 0.0015 , 0.0003 , 0.0007 , 0.0040 , 0.0000 , 0.0003 , 0.0014 , 0.0017 , 0.0005 , 0.0016 , 0.0008 ,,,
cds.comp141089_c0_seq2|m.37080, 0.0015 , 0.0003 , 0.0007 , 0.0040 , 0.0000 , 0.0003 , 0.0014 , 0.0017 , 0.0005 , 0.0016 , 0.0008 ,,,
cds.comp141093_c0_seq1|m.37084, 0.0144 , 0.0183 , 0.0164 , 0.0106 , 0.0050 , 0.0119 , 0.0193 , 0.0138 , 0.0144 , 0.0149 , 0.0129 ,,,
cds.comp141093_c0_seq2|m.37085, 0.0144 , 0.0183 , 0.0164 , 0.0106 , 0.0050 , 0.0119 , 0.0193 , 0.0138 , 0.0144 , 0.0149 , 0.0129 ,,,
cds.comp141093_c0_seq3|m.37086, 0.0214 , 0.0243 , 0.0137 , 0.0212 , 0.0069 , 0.0352 , 0.0205 , 0.0205 , 0.0264 , 0.0202 , 0.0219 ,,,
cds.comp141096_c4_seq1|m.37087, 0.8693 , 0.6784 , 0.8501 , 0.8735 , 0.8157 , 0.6866 , 0.6784 , 1.0568 , 0.4759 , 0.8178 , 0.7427 ,,,
cds.comp141098_c0_seq1|m.37089, 0.1673 , 0.0976 , 0.0717 , 0.0695 , 0.1751 , 0.1419 , 0.0651 , 0.0718 , 0.0548 , 0.1015 , 0.1017 ,,,
cds.comp141098_c0_seq2|m.37091, 0.1673 , 0.0976 , 0.0717 , 0.0695 , 0.1751 , 0.1419 , 0.0651 , 0.0718 , 0.0548 , 0.1015 , 0.1017 ,,,
cds.comp141098_c0_seq3|m.37093, 0.1841 , 0.1025 , 0.0797 , 0.0796 , 0.1803 , 0.1578 , 0.0730 , 0.0757 , 0.0591 , 0.1115 , 0.1092 ,,,
cds.comp141098_c0_seq4|m.37095, 0.1841 , 0.1025 , 0.0797 , 0.0796 , 0.1803 , 0.1578 , 0.0730 , 0.0757 , 0.0591 , 0.1115 , 0.1092 ,,,
cds.comp141099_c0_seq1|m.37097, 0.0213 , 0.0201 , 0.0224 , 0.0210 , 0.0233 , 0.0246 , 0.0179 , 0.0167 , 0.0163 , 0.0212 , 0.0198 ,,,
cds.comp141099_c0_seq2|m.37098, 0.0672 , 0.0746 , 0.0542 , 0.0683 , 0.0725 , 0.0629 , 0.0518 , 0.0487 , 0.0611 , 0.0661 , 0.0594 ,,,
cds.comp141100_c0_seq1|m.37099, 0.0072 , 0.0060 , 0.0039 , 0.0124 , 0.1071 , 0.0061 , 0.0013 , 0.0052 , 0.0040 , 0.0074 , 0.0247 ,,,
cds.comp141100_c0_seq3|m.37102, 0.0072 , 0.0060 , 0.0039 , 0.0124 , 0.1071 , 0.0061 , 0.0013 , 0.0052 , 0.0040 , 0.0074 , 0.0247 ,,,
cds.comp141100_c0_seq4|m.37104, 0.0093 , 0.0056 , 0.0060 , 0.0153 , 0.0038 , 0.0086 , 0.0053 , 0.0072 , 0.0053 , 0.0091 , 0.0060 ,,,
cds.comp141100_c0_seq7|m.37108, 0.0093 , 0.0056 , 0.0060 , 0.0153 , 0.0038 , 0.0086 , 0.0053 , 0.0072 , 0.0053 , 0.0091 , 0.0060 ,,,
cds.comp141100_c0_seq8|m.37110, 0.0093 , 0.0056 , 0.0060 , 0.0153 , 0.0038 , 0.0086 , 0.0053 , 0.0072 , 0.0053 , 0.0091 , 0.0060 ,,,
cds.comp141100_c0_seq9|m.37112, 0.0044 , 0.0050 , 0.0031 , 0.0097 , 0.0003 , 0.0046 , 0.0005 , 0.0033 , 0.0031 , 0.0055 , 0.0024 ,,,
cds.comp141101_c2_seq1|m.37113, 0.8017 , 0.6614 , 0.7201 , 0.6616 , 0.9709 , 0.7879 , 0.6748 , 0.6952 , 0.6697 , 0.7112 , 0.7597 ,,,
cds.comp141101_c2_seq2|m.37115, 0.5506 , 0.4128 , 0.4162 , 0.3661 , 0.7186 , 0.5051 , 0.3810 , 0.3697 , 0.4035 , 0.4365 , 0.4756 ,,,
cds.comp141101_c2_seq3|m.37118, 0.0858 , 0.0591 , 0.0717 , 0.0596 , 0.1214 , 0.0780 , 0.0550 , 0.0577 , 0.0608 , 0.0690 , 0.0746 ,,,
cds.comp141103_c2_seq2|m.37120, 0.0207 , 0.0284 , 0.0274 , 0.0173 , 0.0187 , 0.0299 , 0.0306 , 0.0264 , 0.0249 , 0.0235 , 0.0261 ,,,
cds.comp141104_c1_seq2|m.37122, 0.0012 , 0.0002 , 0.0019 , 0.0030 , 0.0009 , 0.0021 , 0.0008 , 0.0009 , 0.0009 , 0.0016 , 0.0011 ,,,
cds.comp141104_c1_seq3|m.37123, 0.0488 , 0.0464 , 0.0392 , 0.0402 , 0.0541 , 0.0418 , 0.0401 , 0.0393 , 0.0374 , 0.0437 , 0.0425 ,,,
cds.comp141104_c1_seq4|m.37125, 0.0500 , 0.0466 , 0.0411 , 0.0432 , 0.0549 , 0.0440 , 0.0409 , 0.0402 , 0.0383 , 0.0452 , 0.0437 ,,,
cds.comp141104_c1_seq5|m.37127, 0.0500 , 0.0466 , 0.0411 , 0.0432 , 0.0549 , 0.0440 , 0.0409 , 0.0402 , 0.0383 , 0.0452 , 0.0437 ,,,
cds.comp141104_c1_seq6|m.37129, 0.0012 , 0.0002 , 0.0019 , 0.0030 , 0.0009 , 0.0021 , 0.0008 , 0.0009 , 0.0009 , 0.0016 , 0.0011 ,,,
cds.comp141104_c1_seq9|m.37130, 0.0488 , 0.0464 , 0.0392 , 0.0402 , 0.0541 , 0.0418 , 0.0401 , 0.0393 , 0.0374 , 0.0437 , 0.0425 ,,,
cds.comp141109_c0_seq1|m.37135, 0.0071 , 0.0049 , 0.0041 , 0.0041 , 0.0037 , 0.0046 , 0.0063 , 0.0048 , 0.0046 , 0.0051 , 0.0048 ,,,
