NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver	Evalue	SPID	ProteinName	Organism	GO	PFAM
comp139059_c1_seq3	0.346524728	0.193399064	0.24392701	0.341698685	0.302070122	0.279603879	0.248610989	0.309013603	0.335790183	2e-16	A8XV95	Gelsolin-like protein 1	Caenorhabditis briggsae	actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]	PF00626;
comp139059_c1_seq4	0.346524728	0.193399064	0.24392701	0.341698685	0.302070122	0.279603879	0.248610989	0.309013603	0.335790183	5e-16	Q21253	Gelsolin-like protein 1	Caenorhabditis elegans	actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]	PF00626;
comp139059_c1_seq9	0.556174811	0.377792797	0.438309991	0.569555136	0.489739411	0.448205736	0.428702538	0.537754306	0.588390801	7e-100	Q29261	Villin-1	Sus scrofa (Pig)	actin filament capping [GO:0051693]; actin filament depolymerization [GO:0030042]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cytoplasmic actin-based contraction involved in cell motility [GO:0060327]; epidermal growth factor receptor signaling pathway [GO:0007173]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of cell migration [GO:0030335]; positive regulation of epithelial cell migration [GO:0010634]; regulation of actin nucleation [GO:0051125]; regulation of cell shape [GO:0008360]; regulation of lamellipodium morphogenesis [GO:2000392]; regulation of wound healing [GO:0061041]; response to bacterium [GO:0009617]	PF00626;PF02209;
comp139062_c1_seq2	0.234563675	0.281386803	0.377565486	0.352443873	0.415954816	0.279477086	0.361240803	0.347526735	0.43344976	0	P26443	Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)	Mus musculus (Mouse)	cerebellum development [GO:0021549]; glutamate biosynthetic process [GO:0006537]; glutamate catabolic process [GO:0006538]; glutamine metabolic process [GO:0006541]; long-term memory [GO:0007616]; positive regulation of insulin secretion [GO:0032024]; response to aluminum ion [GO:0010044]; tricarboxylic acid metabolic process [GO:0072350]	PF00208;PF02812;
comp139065_c1_seq1	0.117348591	0.013109983	0.032776017	0.07750622	0.043167247	0.040362779	0.064817903	0.027510618	0.034200581	3e-31	P55065	Phospholipid transfer protein (Lipid transfer protein II)	Mus musculus (Mouse)	high-density lipoprotein particle remodeling [GO:0034375]; lipid metabolic process [GO:0006629]; lipid transport [GO:0006869]; positive regulation of cholesterol efflux [GO:0010875]; sperm motility [GO:0030317]; vitamin E biosynthetic process [GO:0010189]	PF01273;PF02886;
comp139065_c1_seq2	0.038162226	0.000360406	0.008347133	0.025210303	0.012265132	0.018500271	0.016967354	0.010417761	0.010525019	3e-49	P18428	Lipopolysaccharide-binding protein (LBP)	Homo sapiens (Human)	acute-phase response [GO:0006953]; cellular defense response [GO:0006968]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to lipoteichoic acid [GO:0071223]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; detection of molecule of bacterial origin [GO:0032490]; innate immune response [GO:0045087]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; lipopolysaccharide transport [GO:0015920]; liver development [GO:0001889]; macrophage activation involved in immune response [GO:0002281]; negative regulation of growth of symbiont in host [GO:0044130]; negative regulation of tumor necrosis factor production [GO:0032720]; opsonization [GO:0008228]; positive regulation of chemokine production [GO:0032722]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of macrophage activation [GO:0043032]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of phagocytosis, engulfment [GO:0060100]; positive regulation of respiratory burst involved in inflammatory response [GO:0060265]; positive regulation of toll-like receptor 4 signaling pathway [GO:0034145]; positive regulation of tumor necrosis factor biosynthetic process [GO:0042535]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of membrane permeability [GO:0090559]; response to lipopolysaccharide [GO:0032496]; toll-like receptor 4 signaling pathway [GO:0034142]	PF01273;PF02886;
comp139067_c0_seq2	0.02722906	0.01237199	0.016160407	0.01972845	0.013726811	0.024907534	0.014677625	0.013344397	0.018420354	6e-59	Q96T37	Putative RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15)	Homo sapiens (Human)	mRNA splicing, via spliceosome [GO:0000398]; negative regulation of myeloid cell differentiation [GO:0045638]; patterning of blood vessels [GO:0001569]; placenta blood vessel development [GO:0060674]; positive regulation of transcription of Notch receptor target [GO:0007221]; spleen development [GO:0048536]; ventricular septum morphogenesis [GO:0060412]; viral process [GO:0016032]	PF00076;PF07744;
comp139068_c0_seq1	0.000116045	0.000414665	9.9559e-05	9.4568e-05	6.1996e-05	0.003837965	0.000158413	0.002660799	0.004864691	0	P21872	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	Gallus gallus (Chicken)	'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]	PF00586;PF02769;PF00551;PF01071;PF02843;PF02844;
comp139074_c0_seq2	0.001333977	0.002091645	0.000941804	0.001749531	0.001753659	0.000368326	0.001371643	0.002614952	0.002511464	1e-106	P16554	Protein numb	Drosophila melanogaster (Fruit fly)	asymmetric cell division [GO:0008356]; asymmetric neuroblast division [GO:0055059]; cell fate commitment [GO:0045165]; cell fate determination [GO:0001709]; central nervous system development [GO:0007417]; centrosome localization [GO:0051642]; embryonic heart tube development [GO:0035050]; glial cell migration [GO:0008347]; heart development [GO:0007507]; Malpighian tubule tip cell differentiation [GO:0061382]; muscle cell fate specification [GO:0042694]; negative regulation of Notch signaling pathway [GO:0045746]; neuroblast fate determination [GO:0007400]; neuroblast proliferation [GO:0007405]; Notch signaling pathway [GO:0007219]; pericardial nephrocyte differentiation [GO:0061320]; peripheral nervous system development [GO:0007422]; positive regulation of endocytosis [GO:0045807]; protein localization [GO:0008104]; regulation of asymmetric cell division [GO:0009786]; regulation of nervous system development [GO:0051960]; regulation of neurogenesis [GO:0050767]; regulation of Notch signaling pathway [GO:0008593]; rhythmic behavior [GO:0007622]; sensory organ precursor cell division [GO:0045035]; sensory organ precursor cell fate determination [GO:0016360]; ventral cord development [GO:0007419]	PF06311;PF00640;
comp139080_c0_seq2	0.216491491	0.239472088	0.185074335	0.240303916	0.170849707	0.18358568	0.214574055	0.302944405	0.181721179	1e-44	Q5R5I4	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	cell cycle phase transition [GO:0044770]; cell proliferation [GO:0008283]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to steroid hormone stimulus [GO:0071383]; protein K11-linked ubiquitination [GO:0070979]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	PF00179;
comp139086_c0_seq2	0.004410477	0.003977331	0.004192267	0.005790582	0.004245312	0.002307726	0.001052529	0.003783206	0.004184911	7e-12	Q9Z0R6	Intersectin-2 (EH domain and SH3 domain regulator of endocytosis 2) (EH and SH3 domains protein 2) (SH3 domain-containing protein 1B)	Mus musculus (Mouse)	endocytosis [GO:0006897]; positive regulation of dendrite extension [GO:1903861]; regulation of Rho protein signal transduction [GO:0035023]	PF00168;PF12763;PF16652;PF00621;PF00018;PF07653;PF14604;
comp139086_c0_seq3	0.004410477	0.003977331	0.004192267	0.005790582	0.004245312	0.002307726	0.001052529	0.003783206	0.004184911	4e-31	O54916	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)	Mus musculus (Mouse)		PF12763;
comp139086_c0_seq4	0.00221529	0.002502074	0.00204328	0.003045758	0.001684084	0.002127934	0.000408934	0.001652473	0.001930923	5e-12	Q9Z0R6	Intersectin-2 (EH domain and SH3 domain regulator of endocytosis 2) (EH and SH3 domains protein 2) (SH3 domain-containing protein 1B)	Mus musculus (Mouse)	endocytosis [GO:0006897]; positive regulation of dendrite extension [GO:1903861]; regulation of Rho protein signal transduction [GO:0035023]	PF00168;PF12763;PF16652;PF00621;PF00018;PF07653;PF14604;
comp139086_c0_seq4	0.002195187	0.001475257	0.002148987	0.002744824	0.002561228	0.000179792	0.000643595	0.002130733	0.002253988	5e-12	Q9Z0R6	Intersectin-2 (EH domain and SH3 domain regulator of endocytosis 2) (EH and SH3 domains protein 2) (SH3 domain-containing protein 1B)	Mus musculus (Mouse)	endocytosis [GO:0006897]; positive regulation of dendrite extension [GO:1903861]; regulation of Rho protein signal transduction [GO:0035023]	PF00168;PF12763;PF16652;PF00621;PF00018;PF07653;PF14604;
comp139086_c0_seq8	0.00221529	0.002502074	0.00204328	0.003045758	0.001684084	0.002127934	0.000408934	0.001652473	0.001930923	4e-31	O54916	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)	Mus musculus (Mouse)		PF12763;
comp139086_c0_seq8	0.002195187	0.001475257	0.002148987	0.002744824	0.002561228	0.000179792	0.000643595	0.002130733	0.002253988	4e-31	O54916	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)	Mus musculus (Mouse)		PF12763;
comp139088_c1_seq1	0.020893319	0.031773395	0.029968235	0.019752138	0.01745659	0.015374398	0.026622435	0.0303231	0.02476137	1e-23	Q3T0E8	Calmodulin-like protein 4	Bos taurus (Bovine)		PF13499;PF13833;
comp139091_c0_seq1	0.002385047	0.002631913	1.623e-05	8.3698e-05	0.000113109	0.001883173	0.002510167	3.3248e-05	0.000448511	6e-128	A0AUR5	Protein FAM188A (Protein CARP)	Danio rerio (Zebrafish) (Brachydanio rerio)	apoptotic process [GO:0006915]	PF13898;
comp139093_c0_seq1	0.104897984	0.042120286	0.039721573	0.104777611	0.067179184	0.102901709	0.018946277	0.05074469	0.091299113	4e-33	P37801	Calponin homolog OV9M	Onchocerca volvulus		PF00402;
comp139093_c0_seq2	0.071456985	0.031012815	0.033553235	0.072776675	0.052911284	0.071706197	0.017634559	0.037157553	0.055485662	7e-12	Q08093	Calponin-2 (Calponin H2, smooth muscle) (Neutral calponin)	Mus musculus (Mouse)	actomyosin structure organization [GO:0031032]; cellular response to mechanical stimulus [GO:0071260]; hemopoiesis [GO:0030097]; negative regulation of cell migration [GO:0030336]; negative regulation of phagocytosis [GO:0050765]; positive regulation of gene expression [GO:0010628]; regulation of actin filament-based process [GO:0032970]; regulation of cell proliferation [GO:0042127]; wound healing [GO:0042060]	PF00402;PF00307;
comp139097_c0_seq1	0.008360604	0.002802985	0.014997798	0.005811793	0.016200118	0.001855103	0.009260488	0.009965178	0.01333284	6e-10	Q8NA69	Uncharacterized protein C19orf45	Homo sapiens (Human)		PF15373;
comp139100_c0_seq1	0.009478461	0.004129544	0.003564074	0.001140418	0.000304496	0.000171356	0.003789888	0.000721906	9.8285e-05	0	P97363	Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)	Mus musculus (Mouse)	ceramide biosynthetic process [GO:0046513]; positive regulation of lipophagy [GO:1904504]; sphinganine biosynthetic process [GO:0046511]; sphingolipid biosynthetic process [GO:0030148]; sphingomyelin biosynthetic process [GO:0006686]; sphingosine biosynthetic process [GO:0046512]	PF00155;
comp139111_c0_seq1	0.00044307	0.040399364	0.001479768	0.000233748	0.001864701	0.001257227	0.001389077	0.00073273	0.008799371	5e-31	Q9UTA8	Uncharacterized methyltransferase-like C25B8.10 (EC 2.1.1.-)	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	cellular carbohydrate metabolic process [GO:0044262]; methylation [GO:0032259]	PF08241;
comp139121_c0_seq1	0.012818631	0.00023311	0.016560063	0.02425845	0.000226049	0.024816161	0.017739111	0.005684943	0.003769826	9e-68	Q91X52	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase)	Mus musculus (Mouse)	D-xylose metabolic process [GO:0042732]; glucose metabolic process [GO:0006006]; NADP metabolic process [GO:0006739]; oxidation-reduction process [GO:0055114]; protein homotetramerization [GO:0051289]; xylulose metabolic process [GO:0005997]	
comp139135_c0_seq1	0.001156685	0.003066365	0.004349828	0.002198434	0.0026157	0.000538249826923077	0.003278059	0.003377369	0.003713989	4e-127	Q86XH1	IQ and AAA domain-containing protein 1	Homo sapiens (Human)		PF00004;
comp139142_c1_seq1	0.055599769	0.021622786	0.023210771	0.061645871	0.031122933	0.039817554	0.013033502	0.017106365	0.0446638	7e-104	Q5RB37	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	hyaluronan metabolic process [GO:0030212]	PF06668;PF08487;PF00092;
comp139145_c0_seq2	0.001514869	0.001072569	0.001750406	0.000685014	0.00044259	0.003178542	0.000647547	0.000655818	0.000384898	8e-95	O60573	Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (Eukaryotic translation initiation factor 4E homologous protein) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP) (mRNA cap-binding protein 4EHP) (mRNA cap-binding protein type 3)	Homo sapiens (Human)	in utero embryonic development [GO:0001701]; negative regulation of translation [GO:0017148]	PF01652;
comp139148_c0_seq11	0.000321734	0.003063783	0.003352755	0.00142998	0.00048101	0.004826644	0.002326118	0.000679051	2.3473e-05	3e-54	P97576	GrpE protein homolog 1, mitochondrial (Mt-GrpE			
comp139148_c0_seq4	0.000321734	0.003063783	0.003352755	0.00142998	0.00048101	0.004826644	0.002326118	0.000679051	2.3473e-05	4e-54	P97576	GrpE protein homolog 1, mitochondrial (Mt-GrpE			
comp139148_c0_seq8	0.000321734	0.003063783	0.003352755	0.00142998	0.00048101	0.004826644	0.002326118	0.000679051	2.3473e-05	4e-19	A7ZEB6	Protein GrpE (HSP-70 cofactor)	Campylobacter concisus (strain 13826)	protein folding [GO:0006457]	PF01025;
comp139151_c0_seq2	0.014349915	0.019715279	0.034520394	0.023190554	0.026146883	0.011321257	0.034722432	0.032541177	0.029482339	1e-79	Q95LN2	Cilia- and flagella-associated protein 70	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)		PF13181;
comp139151_c0_seq4	0.014349915	0.019715279	0.034520394	0.023190554	0.026146883	0.011321257	0.034722432	0.032541177	0.029482339	1e-79	Q95LN2	Cilia- and flagella-associated protein 70	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)		PF13181;
comp139153_c0_seq1	0.311316124	0.152881173	0.137904496	0.258574015	0.216619027	0.254284675	0.174135912	0.134399907	0.160694358	5e-58	Q24799	Myophilin	Echinococcus granulosus (Hydatid tapeworm)		PF00402;PF00307;
comp139153_c0_seq2	0.230765707	0.127351754	0.093331001	0.199311048	0.169881386	0.18587541	0.116987061	0.098484183	0.122469651	2e-14	Q55E26	Rac guanine nucleotide exchange factor B	Dictyostelium discoideum (Slime mold)	actin crosslink formation [GO:0051764]; endocytosis [GO:0006897]; exocytosis [GO:0006887]; intracellular signal transduction [GO:0035556]; regulation of Rho protein signal transduction [GO:0035023]	PF00307;PF00621;
comp139155_c0_seq1	0.000374647	0	0.002629913	0.000245625	0.000176840444444444	0.003099288	0.001233279	0.001070964	0.000523754	7e-78	Q9NZJ4	Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)	Homo sapiens (Human)	negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]	PF05168;PF00240;
comp139166_c0_seq2	0.332021793	0.31506208	0.390215544	0.359574487	0.388609738	0.309650708	0.505895258	0.30409833	0.480665488	1e-141	Q9YHT2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	Gallus gallus (Chicken)	tricarboxylic acid cycle [GO:0006099]	PF13085;
comp139168_c0_seq1	0.006380001	0.007310558	0.004451617	0.001959952	0.004408272	0.002362283	0.003321953	0.001118145	0.004734619	0	O62703	Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (p14)	Bos taurus (Bovine)	apoptotic process [GO:0006915]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	PF08216;
comp139179_c0_seq1	0.000793799	0.000205489	0.000350301	0.00323365	0.001622712	0.000840942	0.007424344	0.00130107	0.000681495	2e-58	Q9NP81	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	Homo sapiens (Human)	selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]; tRNA aminoacylation for protein translation [GO:0006418]	PF00587;
comp139196_c0_seq1	0.246141862	0.43511688	0.392057763	0.296389634	0.249507976	0.273421086	0.317723062	0.391703308	0.270328721	0	Q9DE27	RuvB-like 2 (EC 3.6.4.12) (Reptin)	Xenopus laevis (African clawed frog)	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	PF06068;
comp139198_c0_seq1	0.020099326	0.024018441	0.028854781	0.018833938	0.023534418	0.011706792	0.000415523	0.027573003	0.024869969	6e-34	Q9CZJ2	Heat shock 70 kDa protein 12B	Mus musculus (Mouse)		
comp139198_c0_seq2	0.020099326	0.024018441	0.028854781	0.018833938	0.023534418	0.011706792	0.000415523	0.027573003	0.024869969	2e-26	Q9CZJ2	Heat shock 70 kDa protein 12B	Mus musculus (Mouse)		
comp139203_c0_seq10	0.063097269	0.076605378	0.146268565	0.087792487	0.125741381	0.078318199	0.135963216	0.122586137	0.123197892	8e-07	O23320	Calmodulin-like protein 8 (AtCaM-8)	Arabidopsis thaliana (Mouse-ear cress)	calcium-mediated signaling [GO:0019722]; detection of calcium ion [GO:0005513]	PF13499;
comp139203_c0_seq11	0.050462605	0.050630401	0.130348575	0.080911749	0.113512954	0.061240087	0.117222093	0.112428287	0.103069338	0	Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	Homo sapiens (Human)	aspartate transport [GO:0015810]; ATP biosynthetic process [GO:0006754]; cellular respiration [GO:0045333]; gluconeogenesis [GO:0006094]; L-glutamate transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; response to calcium ion [GO:0051592]; translation [GO:0006412]; transport [GO:0006810]	PF00153;
comp139203_c0_seq12	0.014026525	0.032882953	0.028855805	0.016592869	0.02146755	0.022721888	0.03263749	0.022047357	0.028084935	3e-07	P02597	Calmodulin, striated muscle	Gallus gallus (Chicken)		PF13499;
comp139203_c0_seq4	0.06448913	0.083513354	0.15920438	0.097504618	0.134980504	0.083961975	0.149859583	0.134475644	0.131154273	0	Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	Homo sapiens (Human)	aspartate transport [GO:0015810]; ATP biosynthetic process [GO:0006754]; cellular respiration [GO:0045333]; gluconeogenesis [GO:0006094]; L-glutamate transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; response to calcium ion [GO:0051592]; translation [GO:0006412]; transport [GO:0006810]	PF00153;
comp139203_c0_seq5	0.06448913	0.083513354	0.15920438	0.097504618	0.134980504	0.083961975	0.149859583	0.134475644	0.131154273	0	Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	Homo sapiens (Human)	aspartate transport [GO:0015810]; ATP biosynthetic process [GO:0006754]; cellular respiration [GO:0045333]; gluconeogenesis [GO:0006094]; L-glutamate transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; response to calcium ion [GO:0051592]; translation [GO:0006412]; transport [GO:0006810]	PF00153;
comp139203_c0_seq6	0.049070744	0.043722425	0.11741276	0.071199618	0.104273831	0.055596311	0.103325726	0.10053878	0.095112957	1e-77	Q12482	Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	aspartate transport [GO:0015810]; cellular nitrogen compound biosynthetic process [GO:0044271]; L-glutamate transport [GO:0015813]; translation [GO:0006412]	PF00153;
comp139203_c0_seq8	0.050462605	0.050630401	0.130348575	0.080911749	0.113512954	0.061240087	0.117222093	0.112428287	0.103069338	3e-77	Q75AH6	Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	amino acid transport [GO:0006865]; translation [GO:0006412]; transmembrane transport [GO:0055085]	PF00153;
comp139225_c1_seq1	0.026896429	0.065813401	0.067294385	0.028193155	0.025795857	0.049180448	0.058381847	0.050933405	0.038941727	2e-101	Q5ZK10	NSFL1 cofactor p47 (p97 cofactor p47)	Gallus gallus (Chicken)	Golgi organization [GO:0007030]; membrane fusion [GO:0061025]; nuclear envelope reassembly [GO:0031468]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	PF08059;PF00789;
comp139232_c0_seq1	0.020262526	0.012184566	0.010378856	0.012651681	0.019219779	0.011362041	0.020758637	0.016373744	0.007718692	4e-43	Q98943	Caspase-2 (CASP-2) (EC 3.4.22.55) (ICH-1L/1S) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]	Gallus gallus (Chicken)	regulation of apoptotic process [GO:0042981]	PF00619;
comp139253_c2_seq1	0.005856955	0.001597411	0.000651472	0.005254409	0.005949837	0.001978162	0.0018516	0.006936559	0.002503801	2e-20	O89110	Caspase-8 (CASP-8) (EC 3.4.22.61) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	Mus musculus (Mouse)	activation of cysteine-type endopeptidase activity [GO:0097202]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; cardiac muscle tissue development [GO:0048738]; execution phase of apoptosis [GO:0097194]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; heart development [GO:0007507]; hepatocyte apoptotic process [GO:0097284]; macrophage differentiation [GO:0030225]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of necroptotic process [GO:0060546]; neural tube formation [GO:0001841]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of proteolysis [GO:0045862]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of apoptotic signaling pathway [GO:2001233]; regulation of thymocyte apoptotic process [GO:0070243]; response to tumor necrosis factor [GO:0034612]; TRAIL-activated apoptotic signaling pathway [GO:0036462]	PF01335;
comp139255_c1_seq1	0.00725696	0.002162099	0.005384125	0.004928186	0.005645818	0.003817839	0.004038924	0.004714807	0.002085914	3e-32	Q66T72	PC4 and SFRS1-interacting protein (LEDGF/p75) (Lens epithelium-derived growth factor) (Transcription coactivator p75)	Felis catus (Cat) (Felis silvestris catus)	mRNA 5'-splice site recognition [GO:0000395]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]	PF11467;PF00855;
comp139255_c1_seq2	0.00725696	0.002162099	0.005384125	0.004928186	0.005645818	0.003817839	0.004038924	0.004714807	0.002085914	5e-30	Q9Y3E1	Hepatoma-derived growth factor-related protein 3 (HRP-3) (Hepatoma-derived growth factor 2) (HDGF-2)	Homo sapiens (Human)	cell proliferation [GO:0008283]; microtubule polymerization [GO:0046785]; negative regulation of microtubule depolymerization [GO:0007026]; neuron projection development [GO:0031175]	PF00855;
comp139256_c0_seq1	0.002051988	0.008839431	0.006053127	0.004966307	0.000562648	0.004587575	0.005301102	0.00434134	0.004049904	4e-101	Q505F5	Leucine-rich repeat-containing protein 47	Mus musculus (Mouse)		PF03483;PF12799;PF13855;
comp139267_c0_seq1	0.45835936	0.329922582	0.406800932	0.407777084	0.242563923	0.410242862	0.481691851	0.458686658	0.320879722	2e-63	Q8R081	Heterogeneous nuclear ribonucleoprotein L (hnRNP L)	Mus musculus (Mouse)	mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	PF00076;
comp139272_c0_seq1	0.014242216	0.059583709	0.171606313	0.023033823	0.01923023	0.083455184	0.145891044	0.026298094	0.221111515	1e-139	O83041	Probable proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase) (PAP)	Leptolyngbya boryana (Plectonema boryanum)		PF00561;
comp139276_c1_seq1	1.09450118	1.752642527	2.485042196	1.513239891	1.999416639	0.941204852	2.326029093	2.265275429	2.010370252	0	Q04467	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	Bos taurus (Bovine)	2-oxoglutarate metabolic process [GO:0006103]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	PF00180;
comp139282_c0_seq1	0.011190551	0.003421309	0.050779359	0.038635628	0.006454221	0.029027863	0.020458034	0.036468808	0.061468788	2e-09	Q9JKJ9	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.26) (Cytochrome P450 39A1) (mCYP39A1) (Oxysterol 7-alpha-hydroxylase)	Mus musculus (Mouse)	bile acid biosynthetic process [GO:0006699]; bile acid catabolic process [GO:0030573]; cholesterol catabolic process [GO:0006707]; digestion [GO:0007586]	PF00067;
comp139282_c0_seq2	0.011190551	0.003421309	0.050779359	0.038635628	0.006454221	0.029027863	0.020458034	0.036468808	0.061468788	7e-56	P79152	Cytochrome P450 3A19 (EC 1.14.14.1) (CYPIIIA19) (Fragment)	Capra hircus aegagrus (Wild goat) (Capra aegagrus)		PF00067;
comp139282_c0_seq4	0.011190551	0.003421309	0.050779359	0.038635628	0.006454221	0.029027863	0.020458034	0.036468808	0.061468788	4e-58	Q64409	Cytochrome P450 3A17 (EC 1.14.14.1) (CYPIIIA17)	Cavia porcellus (Guinea pig)		PF00067;
