NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver
comp139791_c0_seq3	0.027927899	0.034288001	0.054037721	0.035938158	0.029976884	0.044113	0.040818585	0.035920463	0.029311922
comp139810_c0_seq1	0.035726694	0.113301261	0.033135087	0.021287717	0.025690415	0.017947218	0.034679337	0.027097525	0.036951019
comp139818_c0_seq1	0.000843334	0.008184844	0.001313334	0.006484363	0.006066471	0.006531613	0.000982111	0.000461153	0.006544287
comp139820_c1_seq11	0.024286878	0.017985182	0.034849066	0.024408147	0.019057834	0.025131041	0.021349892	0.038160314	0.020551472
comp139820_c1_seq4	0.024286878	0.017985182	0.034849066	0.024408147	0.019057834	0.025131041	0.021349892	0.038160314	0.020551472
comp139823_c0_seq1	0.494629659	0.424376919	0.647076242	0.458689419	0.452280758	0.457799855	0.532880871	0.543436882	0.442244048
comp139823_c0_seq2	0.494629659	0.424376919	0.647076242	0.458689419	0.452280758	0.457799855	0.532880871	0.543436882	0.442244048
comp139827_c0_seq1	4.7385e-05	0.004170314	0.007509729	0.003050798	0.001071247	0.015457765	0.011976379	0.002152122	0.000289561
comp139827_c0_seq3	4.7385e-05	0.004170314	0.007509729	0.003050798	0.001071247	0.015457765	0.011976379	0.002152122	0.000289561
comp139827_c0_seq4	0	0.001565744	0.003972406	0.000595659	7.447e-06	0.007435615	0.00586877	6.1943e-05	0.000266751
comp139827_c0_seq5	1.5193e-05	0.009643598	0.001252323	0.000675317	1.4796e-05	0.000601868	0.001317381	6.6973e-05	0.000393612
comp139838_c2_seq1	0.251423587	0.314388318	0.293881912	0.245551692	0.223269614	0.245358425	0.235947639	0.29026627	0.259371319
comp139838_c2_seq2	0.251870364	0.311773509	0.268367217	0.244819594	0.230366469	0.233233914	0.233667993	0.294215902	0.264454116
comp139838_c2_seq3	0.251423587	0.314388318	0.293881912	0.245551692	0.223269614	0.245358425	0.235947639	0.29026627	0.259371319
comp139838_c2_seq4	0.251870364	0.311773509	0.268367217	0.244819594	0.230366469	0.233233914	0.233667993	0.294215902	0.264454116
comp139846_c0_seq1	0.047193616	0.056695977	0.085880486	0.058990753	0.041328254	0.059856021	0.048438969	0.055935275	0.045159129
comp139850_c0_seq2	0.025190567	0.033491121	0.040552106	0.039409631	0.026352667	0.031590956	0.033356104	0.022222546	0.022006721
comp139850_c0_seq3	0.049713206	0.059829384	0.069720418	0.05777893	0.046436811	0.047945546	0.047064092	0.03509137	0.03743522
comp139850_c0_seq4	0.099419873	0.095822069	0.10902604	0.106811383	0.093232391	0.099833058	0.087938498	0.091420959	0.074711596
comp139850_c0_seq5	0.049713206	0.059829384	0.069720418	0.05777893	0.046436811	0.047945546	0.047064092	0.03509137	0.03743522
comp139850_c0_seq6	0.049713206	0.059829384	0.069720418	0.05777893	0.046436811	0.047945546	0.047064092	0.03509137	0.03743522
comp139864_c2_seq2	0.027424747	0.013673544	0.012790076	0.013260811	0.00989151	0.024962775	0.012939497	0.016360934	0.018404359
comp139864_c2_seq5	0.003193171	0.051510449	0.00703561	0.011338554	0.006013785	0.004716156	0.00880121	0.008231479	0.016632509
comp139869_c0_seq1	0.036606815	0.040440258	0.037118487	0.045457829	0.037992652	0.037791671	0.037618448	0.045971792	0.038173356
comp139869_c0_seq2	0.013688187	0.020202055	0.023056661	0.018262293	0.016997134	0.018890639	0.017699878	0.020658977	0.01844834
comp139877_c0_seq1	0.000672811	0.000220576	0.003170173	0.007962186	9.3657e-05	0.002576383	0.000398174	0.001230181	5.5347e-05
comp139878_c0_seq1	0.107246285	0.193196265	0.140232562	0.103248092	0.147362956	0.124622602	0.174798668	0.194366879	0.077453741
comp139878_c1_seq1	0.00094357	0.00155971993333333	0.003866743	0.00105646421212121	6.0185e-05	0.000538249826923077	0.00465853476190476	8.316e-06	0.00127598061538462
comp139878_c1_seq2	0.00094357	0.00155971993333333	0.003866743	0.00105646421212121	6.0185e-05	0.000538249826923077	0.00465853476190476	8.316e-06	0.00127598061538462
comp139878_c1_seq4	0.00094357	0.00155971993333333	0.003866743	0.00105646421212121	6.0185e-05	0.000538249826923077	0.00465853476190476	8.316e-06	0.00127598061538462
comp139879_c0_seq1	0.008242975	0.020374314	0.013972329	0.007147009	0.005256706	0.011102317	0.010793594	0.011584742	0.008582838
comp139879_c0_seq2	0.013072721	0.026104873	0.028779271	0.013140214	0.010786	0.017005656	0.022021202	0.016387043	0.016549091
comp139879_c0_seq3	0.008242975	0.020374314	0.013972329	0.007147009	0.005256706	0.011102317	0.010793594	0.011584742	0.008582838
comp139879_c0_seq4	0.031630886	0.045405159	0.054201417	0.033807604	0.025389383	0.034916479	0.038835799	0.031512013	0.032984114
comp139879_c0_seq6	0.003695602	0.007493878	0.011793921	0.004763249	0.003622855	0.006151637	0.006693484	0.007997811	0.004121183
comp139881_c0_seq1	0.094211148	0.106486224	0.172559426	0.121067691	0.104100908	0.072294785	0.148618314	0.166210389	0.085514996
comp139881_c0_seq2	0.094211148	0.106486224	0.172559426	0.121067691	0.104100908	0.072294785	0.148618314	0.166210389	0.085514996
comp139881_c0_seq3	0.035294615	0.052463501	0.05916535	0.035523274	0.033359661	0.024221241	0.046059281	0.054889407	0.026477775
comp139881_c0_seq4	0.243569258	0.284242726	0.387879863	0.261950269	0.281075501	0.142546999	0.294829714	0.388117572	0.149634733
comp139881_c0_seq5	0.243569258	0.284242726	0.387879863	0.261950269	0.281075501	0.142546999	0.294829714	0.388117572	0.149634733
comp139887_c1_seq1	0.156301359	0.081258727	0.083919361	0.120633213	0.120272668	0.099204194	0.113481798	0.075621916	0.154624691
comp139888_c2_seq1	0.180009049	0.203054075	0.310937495	0.188363491	0.154267923	0.130145118	0.186813911	0.240063637	0.216803124
comp139888_c2_seq2	0.160908326	0.151807143	0.27274753	0.171716943	0.138949135	0.096144483	0.141234053	0.209133971	0.177517926
comp139888_c2_seq3	0.005224927	0.011577673	0.010257782	0.005417442	0.004752411	0.002886278	0.007357396	0.003505359	0.00310594
comp139888_c2_seq4	0.02432565	0.062824605	0.048447747	0.02206399	0.020071199	0.036886913	0.052937254	0.034435025	0.042391138
comp139890_c0_seq1	0.421367742	0.305857505	0.260446227	0.373167568	0.386191938	0.309367926	0.312247799	0.34882175	0.397301975
comp139890_c0_seq2	0.421367742	0.305857505	0.260446227	0.373167568	0.386191938	0.309367926	0.312247799	0.34882175	0.397301975
comp139890_c0_seq4	0.421367742	0.305857505	0.260446227	0.373167568	0.386191938	0.309367926	0.312247799	0.34882175	0.397301975
comp139895_c0_seq1	0.003441568	0.000824425	0.00328952	0.003047043	0.007135996	0.000899172	0.004814718	0.010356645	0.001759009
comp139895_c0_seq1	4.9387e-05	0.00155971993333333	0.000499029	7.9587e-05	0.000645646	0.000193345	7.5713e-05	0.000196023	0.000268986
comp139895_c0_seq2	4.9387e-05	0.00155971993333333	0.000499029	7.9587e-05	0.000645646	0.000193345	7.5713e-05	0.000196023	0.000268986
comp139895_c0_seq3	4.9387e-05	0.00155971993333333	0.000499029	7.9587e-05	0.000645646	0.000193345	7.5713e-05	0.000196023	0.000268986
comp139895_c0_seq4	0.003387875	0.000396572	0.002772954	0.002580202	0.006678938	0.000166994	0.002888456	0.008234347	0.000601326
comp139895_c0_seq4	4.9387e-05	0.00155971993333333	0.000499029	7.9587e-05	0.000645646	0.000193345	7.5713e-05	0.000196023	0.000268986
comp139895_c0_seq5	4.9387e-05	0.00155971993333333	0.000499029	7.9587e-05	0.000645646	0.000193345	7.5713e-05	0.000196023	0.000268986
comp139895_c0_seq6	0.008334428	0.002084496	0.004989489	0.007193348	0.016213042	0.002420429	0.007684868	0.018462699	0.007301995
comp139895_c0_seq6	4.9387e-05	0.00155971993333333	0.000499029	7.9587e-05	0.000645646	0.000193345	7.5713e-05	0.000196023	0.000268986
comp139900_c0_seq1	0.002177855	0.002160856	0.001699411	0.001036436	0.001382368	0.001570762	0.002671504	0.002500382	0.001235672
comp139900_c1_seq1	0.003103003	0.003165921	0.003996527	0.001079852	0.002745554	0.001316949	4.9904e-05	4.0816e-05	1.0808e-05
comp139903_c1_seq4	0.000231047	0.000209545	0.000382959	0.000177601	3.8908e-05	0.000402245	0.000308187	1.9019e-05	9.6584e-05
comp139904_c0_seq1	0.006082408	0.004821457	0.008658916	0.004786155	0.004193835	0.004163125	0.006051153	0.005652461	0.004149695
comp139918_c0_seq2	0.00340643	9.6255e-05	0.006994672	0.012616578	0.002033604	0.008782095	0.005183239	0.008513881	0.011521779
comp139918_c0_seq3	0.00340643	9.6255e-05	0.006994672	0.012616578	0.002033604	0.008782095	0.005183239	0.008513881	0.011521779
comp139925_c0_seq1	0.028669094	0.018532387	0.033800742	0.029601509	0.049330631	0.009906328	0.024841831	0.055364241	0.040322583
comp139926_c1_seq1	0.006282287	0.002537896	0.013339342	0.003885625	0.004434348	0.002666783	0.007238316	0.001219103	0.002913695
comp139926_c1_seq10	0.001061429	0.002469555	0.012861503	9.0992e-05	0.001205554	9.6845e-05	0.00069482	0.000254845	0.000792869
comp139926_c1_seq11	0.006282287	0.002537896	0.013339342	0.003885625	0.004434348	0.002666783	0.007238316	0.001219103	0.002913695
comp139926_c1_seq13	0.001061429	0.002469555	0.012861503	9.0992e-05	0.001205554	9.6845e-05	0.00069482	0.000254845	0.000792869
comp139926_c1_seq2	0.007617851	0.003666072	0.015195512	0.00402976	0.005995295	0.004046811	0.013259444	0.001223905	0.003815445
comp139926_c1_seq3	0.007617851	0.003666072	0.015195512	0.00402976	0.005995295	0.004046811	0.013259444	0.001223905	0.003815445
comp139926_c1_seq4	0.007617851	0.003666072	0.015195512	0.00402976	0.005995295	0.004046811	0.013259444	0.001223905	0.003815445
comp139926_c1_seq5	0.007617851	0.003666072	0.015195512	0.00402976	0.005995295	0.004046811	0.013259444	0.001223905	0.003815445
comp139926_c1_seq6	0.006282287	0.002537896	0.013339342	0.003885625	0.004434348	0.002666783	0.007238316	0.001219103	0.002913695
comp139926_c1_seq7	0.006282287	0.002537896	0.013339342	0.003885625	0.004434348	0.002666783	0.007238316	0.001219103	0.002913695
comp139926_c1_seq9	0.002396993	0.003597731	0.014717673	0.000235127	0.002766501	0.001476873	0.006715948	0.000259647	0.001694619
comp139937_c1_seq1	0.298439868	0.343546616	0.506074811	0.367502005	0.549775272	0.157577425	0.535126635	0.561863995	0.443475835
comp139941_c0_seq1	0.017653331	0.030276317	0.015796388	0.029943527	0.015779089	0.039771518	0.037133282	0.015139651	0.014730288
comp139941_c0_seq2	0.012133709	0.025603162	0.011037482	0.026014862	0.010272804	0.030261061	0.03193723	0.009637474	0.01003494
comp139941_c1_seq1	0.020664708	0.013081853	0.033467058	0.019114362	0.014544214	0.017152438	0.013774709	0.06097003	0.019117668
comp139951_c0_seq1	0.052555183	0.0704749	0.068037529	0.049265222	0.069291447	0.054182674	0.103903796	0.096386866	0.106723445
comp139951_c0_seq2	0.055548818	0.070478552	0.068049266	0.052367696	0.070499225	0.060917391	0.11277115	0.097558839	0.112167798
comp139954_c0_seq1	0.012686665	0.005511596	0.008037575	0.003278793	0.00520925	0.010224527	0.012377881	0.042364207	0.010892131
comp139954_c0_seq2	0.012686665	0.005511596	0.008037575	0.003278793	0.00520925	0.010224527	0.012377881	0.042364207	0.010892131
comp139954_c0_seq3	0.012686665	0.005511596	0.008037575	0.003278793	0.00520925	0.010224527	0.012377881	0.042364207	0.010892131
comp139960_c0_seq12	0.02488251	0.00464881	0.032722383	0.034658232	0.019601652	0.024634008	0.036641991	0.034078077	0.073399914
comp139960_c0_seq15	0.02488251	0.00464881	0.032722383	0.034658232	0.019601652	0.024634008	0.036641991	0.034078077	0.073399914
comp139960_c0_seq15	0.011299451	0.014636544	0.026032605	0.028669139	0.016399353	0.023845851	0.028862781	0.021684394	0.034420823
comp139960_c0_seq16	0.003978668	0.00389503	0.008301656	0.011108751	0.004533846	0.011108914	0.013860092	0.008634731	0.011346446
comp139960_c0_seq18	0.02488251	0.00464881	0.032722383	0.034658232	0.019601652	0.024634008	0.036641991	0.034078077	0.073399914
comp139960_c0_seq20	0.036223691	0.020576925	0.067762173	0.071914403	0.042436844	0.055945269	0.068330961	0.058630163	0.123188764
comp139960_c0_seq25	0.02492424	0.005940381	0.041729568	0.043245264	0.026037491	0.032099418	0.03946818	0.036945769	0.088767941
comp139960_c0_seq3	0.02488251	0.00464881	0.032722383	0.034658232	0.019601652	0.024634008	0.036641991	0.034078077	0.073399914
comp139963_c0_seq2	0.001911938	0.009614048	0.012299761	0.011439789	7.0326e-05	0.010113343	0.000430419	0.002359554	0.002183254
comp139980_c1_seq1	0.004267422	0.007060268	0.011357404	0.004224217	0.004266227	0.005840116	0.013640392	0.005771644	0.00417497
comp139980_c1_seq3	0.01948795	0.021341367	0.033198633	0.021072388	0.00808378	0.011861353	0.027660043	0.023897263	0.01119938
comp139980_c1_seq4	0.01948795	0.021341367	0.033198633	0.021072388	0.00808378	0.011861353	0.027660043	0.023897263	0.01119938
comp139980_c1_seq5	0.004267422	0.007060268	0.011357404	0.004224217	0.004266227	0.005840116	0.013640392	0.005771644	0.00417497
comp139982_c0_seq1	0.026381439	0.049263797	0.063136741	0.030218728	0.015173656	0.041573809	0.034680977	0.037851579	0.020114266
comp139982_c0_seq2	0.026381439	0.049263797	0.063136741	0.030218728	0.015173656	0.041573809	0.034680977	0.037851579	0.020114266
comp139983_c0_seq1	0.00855914	0.010334417	0.006799995	0.007183934	0.006204431	0.008658374	0.005483754	0.009497406	0.006220524
comp139983_c0_seq2	0.00855914	0.010334417	0.006799995	0.007183934	0.006204431	0.008658374	0.005483754	0.009497406	0.006220524
comp139994_c0_seq1	0.0345181	0.035932246	0.04836312	0.037850687	0.033180485	0.038322616	0.158552476	0.046155238	0.03521313
comp139994_c0_seq2	0.052066412	0.057974834	0.057229809	0.053686424	0.048927546	0.050981194	0.188955273	0.065596848	0.047903453
comp139994_c0_seq3	0.041626497	0.0454623	0.048612161	0.038303612	0.037932935	0.038897212	0.177319519	0.050885519	0.035583383
comp139994_c0_seq4	0.052066412	0.057974834	0.057229809	0.053686424	0.048927546	0.050981194	0.188955273	0.065596848	0.047903453
comp139994_c0_seq5	0.041626497	0.0454623	0.048612161	0.038303612	0.037932935	0.038897212	0.177319519	0.050885519	0.035583383
comp139994_c0_seq7	0.044958015	0.04844478	0.056980768	0.053233499	0.044175096	0.050406598	0.17018823	0.060866567	0.0475332
comp139995_c0_seq1	0.195286698	0.277114864	0.326610412	0.213692352	0.148209382	0.223922216	0.246523903	0.270972114	0.220975416
comp139997_c2_seq1	0.157256923	0.117119706	0.203412722	0.122651855	0.105540592	0.165319428	0.156533964	0.147101836	0.149710564
comp140000_c0_seq1	0.018850808	0.006685299	0.002886747	0.016306246	0.018043397	0.013946969	0.009668142	0.009586513	0.017957694
comp140000_c0_seq10	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq12	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq13	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq14	0.005280952	0.00825797	0.001779362	2.4495e-05	0.005045493	0.000211214	0.005950443	0.006489574	0.005402484
comp140000_c0_seq15	0.030272668	0.016276612	0.01104879	0.026211565	0.030143997	0.019573451	0.014669762	0.019682946	0.030217562
comp140000_c0_seq16	0.030272668	0.016276612	0.01104879	0.026211565	0.030143997	0.019573451	0.014669762	0.019682946	0.030217562
comp140000_c0_seq17	0.003205433	0.002183497	0.000710393	0.004839067	0.004572617	0.001721841	0.000851781	0.000414041	0.001483242
comp140000_c0_seq18	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq2	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq3	0.00927719	0.004034528	0.005340734	0.008024878	0.004201227	0.004350802	0.002695567	0.006025919	0.007577459
comp140000_c0_seq4	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq5	0.005280952	0.00825797	0.001779362	2.4495e-05	0.005045493	0.000211214	0.005950443	0.006489574	0.005402484
comp140000_c0_seq6	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq7	0.030272668	0.016276612	0.01104879	0.026211565	0.030143997	0.019573451	0.014669762	0.019682946	0.030217562
comp140000_c0_seq8	0.04483081	0.02856911	0.018168886	0.034260938	0.039390717	0.024135467	0.023315772	0.032198439	0.043197505
comp140000_c0_seq9	0.030272668	0.016276612	0.01104879	0.026211565	0.030143997	0.019573451	0.014669762	0.019682946	0.030217562
comp140005_c2_seq1	0.138979032	0.122607791	0.213105502	0.1915766	0.220745767	0.112495353	0.208536805	0.248010849	0.184865236
comp140005_c2_seq3	0.138979032	0.122607791	0.213105502	0.1915766	0.220745767	0.112495353	0.208536805	0.248010849	0.184865236
comp140005_c2_seq4	0.138979032	0.122607791	0.213105502	0.1915766	0.220745767	0.112495353	0.208536805	0.248010849	0.184865236
comp140005_c2_seq5	0.013973485	0.006237101	0.018197152	0.016389462	0.022397852	0.009949498	0.007970084	0.017804981	0.000817489
comp140005_c2_seq7	0.138979032	0.122607791	0.213105502	0.1915766	0.220745767	0.112495353	0.208536805	0.248010849	0.184865236
comp140005_c4_seq1	0.093653997	0.044526744	0.075539052	0.130747567	0.074108227	0.070515602	0.03796349	0.097177537	0.087669246
comp140005_c4_seq3	0.124383035	0.076366738	0.085813098	0.162813174	0.098305975	0.091942128	0.050775972	0.11699516	0.111933472
comp140005_c4_seq4	0.124383035	0.076366738	0.085813098	0.162813174	0.098305975	0.091942128	0.050775972	0.11699516	0.111933472
comp140009_c1_seq2	0.000151939	0.000118004	0.001458697	6.683e-06	0.000148852	6.2724e-05	0.002323756	0.004447762	0.000119231
comp140009_c1_seq4	0.000151939	0.000118004	0.001458697	6.683e-06	0.000148852	6.2724e-05	0.002323756	0.004447762	0.000119231
comp140012_c0_seq3	0.005087272	7.103e-06	0.018485637	0.01302782	0.007505987	0.008680983	0.02090537	0.017732358	0.007836199
comp140017_c0_seq2	0.019143002	0.016051361	0.029999295	0.023798586	0.019554109	0.02000343	0.021315654	0.019612497	0.01648898
comp140017_c0_seq4	0.019143002	0.016051361	0.029999295	0.023798586	0.019554109	0.02000343	0.021315654	0.019612497	0.01648898
comp140022_c0_seq4	0.000534758	6.817e-06	0.004716011	0.002462807	0.001892939	0.002129603	0.004120681	0.002843809	0.002266837
comp140022_c0_seq5	0.000534758	6.817e-06	0.004716011	0.002462807	0.001892939	0.002129603	0.004120681	0.002843809	0.002266837
comp140022_c0_seq6	0.000534758	6.817e-06	0.004716011	0.002462807	0.001892939	0.002129603	0.004120681	0.002843809	0.002266837
comp140026_c1_seq1	0.066406422	0.035567343	0.056171914	0.039685967	0.040971329	0.054039415	0.041477859	0.04125378	0.047981094
comp140026_c1_seq3	0.013751558	0.00222501	0.004527725	0.004557336	0.007040828	0.004872673	0.005353764	0.00841533	0.004337981
comp140028_c0_seq1	0.032182483	1.7289e-05	0.003171414	0.006609648	0.050512751	0.002160285	0.029500471	0.004415262	0.005400789
comp140028_c2_seq1	0.004377006	0.002504575	0.002524211	0.001427735	0.000955311	0.007183769	0.001832627	0.001669405	0.001976928
comp140028_c2_seq4	0.004377006	0.002504575	0.002524211	0.001427735	0.000955311	0.007183769	0.001832627	0.001669405	0.001976928
comp140033_c0_seq1	0.001939079	0.033659755	0.000133287	0.000155673	0.000420767	0.001867977	0.002515815	0.003959828	0.000487505
comp140033_c0_seq2	0.001939079	0.033659755	0.000133287	0.000155673	0.000420767	0.001867977	0.002515815	0.003959828	0.000487505
comp140033_c0_seq4	0.001939079	0.033659755	0.000133287	0.000155673	0.000420767	0.001867977	0.002515815	0.003959828	0.000487505
comp140033_c0_seq6	0.001939079	0.033659755	0.000133287	0.000155673	0.000420767	0.001867977	0.002515815	0.003959828	0.000487505
comp140033_c0_seq8	0.001939079	0.033659755	0.000133287	0.000155673	0.000420767	0.001867977	0.002515815	0.003959828	0.000487505
comp140034_c1_seq1	1.5174e-05	9.039e-06	0.002792221	0.000144726	3.8287e-05	0.00240274	0.000736671	0.002317724	1.4623e-05
comp140034_c1_seq2	1.5174e-05	9.039e-06	0.002792221	0.000144726	3.8287e-05	0.00240274	0.000736671	0.002317724	1.4623e-05
comp140034_c1_seq3	1.5174e-05	9.039e-06	0.002792221	0.000144726	3.8287e-05	0.00240274	0.000736671	0.002317724	1.4623e-05
comp140039_c0_seq14	0.780089048	0.905258084	0.905063301	0.825352956	0.700771201	0.825105299	1.293779959	0.882861081	1.052389749
comp140043_c0_seq1	0.028044407	0.008813709	0.045234064	0.053131569	0.016517966	0.035080283	0.016280665	0.057788159	0.046489912
comp140059_c0_seq1	0.010541044	1.7893e-05	0.016072491	0.006528593	0.014152158	0.001902402	0.008790052	0.005800962	0.008107179
comp140059_c0_seq2	0.010541044	1.7893e-05	0.016072491	0.006528593	0.014152158	0.001902402	0.008790052	0.005800962	0.008107179
comp140064_c0_seq1	0.094704857	0.104234513	0.105598319	0.087891379	0.065397938	0.100501373	0.075062596	0.080784746	0.079146824
comp140064_c0_seq3	0.094704857	0.104234513	0.105598319	0.087891379	0.065397938	0.100501373	0.075062596	0.080784746	0.079146824
comp140077_c0_seq1	0.033284426	0.030652328	0.063351491	0.11438086	0.099652157	0.030281486	0.063393556	0.099536828	0.092482681
comp140093_c0_seq1	0.147764392	0.159237624	0.146059567	0.111827116	0.080387906	0.106747362	0.172250559	0.137736563	0.202759912
comp140093_c0_seq3	0.149011611	0.164342945	0.147204537	0.112434249	0.080626934	0.107742074	0.173601493	0.138010596	0.204237334
comp140101_c0_seq1	0.011922454	0.023106299	0.017057673	0.015009035	0.011215679	0.01717292	0.013158035	0.014743844	0.015582206
comp140101_c0_seq2	0.011922454	0.023106299	0.017057673	0.015009035	0.011215679	0.01717292	0.013158035	0.014743844	0.015582206
comp140103_c0_seq1	0.109578826	0.121394567	0.154052555	0.134559947	0.13393683	0.159061066	0.174346305	0.14080947	0.193685535
comp140104_c0_seq1	0.010797097	0.011623403	0.012610726	0.008067138	0.031590989	0.000719116	0.023097721	0.029748098	0.025300872
comp140115_c0_seq1	0.022300293	0.027505871	0.02425462	0.021877894	0.017737572	0.026594167	0.017367696	0.012762618	0.018505371
comp140115_c0_seq2	0.022300293	0.027505871	0.02425462	0.021877894	0.017737572	0.026594167	0.017367696	0.012762618	0.018505371
comp140115_c0_seq3	0.022300293	0.027505871	0.02425462	0.021877894	0.017737572	0.026594167	0.017367696	0.012762618	0.018505371
comp140115_c0_seq4	0.022300293	0.027505871	0.02425462	0.021877894	0.017737572	0.026594167	0.017367696	0.012762618	0.018505371
comp140119_c0_seq1	4.134e-06	0.005304966	0.002825567	0.00320424	0.00038384	0.001260858	0.001864717	0.001015412	0.007349396
comp140126_c0_seq1	0.033326279	0.008987455	0.041034617	0.030918245	0.032561719	0.02598975	0.036646197	0.031520132	0.028645458
comp140126_c0_seq2	0.033326279	0.008987455	0.041034617	0.030918245	0.032561719	0.02598975	0.036646197	0.031520132	0.028645458
comp140132_c0_seq1	0.028292789	0.02276236	0.02137553	0.023083511	0.032736874	0.021994783	0.018141322	0.027116667	0.027308565
comp140132_c1_seq1	0.023862554	0.016047044	0.02541937	0.022570722	0.022483485	0.018251541	0.014462114	0.017937583	0.029446415
comp140132_c1_seq2	0.015082339	0.00825324	0.013756077	0.012812354	0.013926283	0.013232956	0.010114754	0.011955685	0.012456414
comp140141_c0_seq1	0.052752839	0.050164213	0.015188666	0.015548572	0.02804894	0.048841842	0.04261003	0.015708862	0.009490059
comp140143_c0_seq1	0.001160037	0.003790957	0.001737531	0.0007112	0.000720406	0.000839683	0.000579265	0.001872909	0.00065924
comp140143_c0_seq2	0.001160037	0.003790957	0.001737531	0.0007112	0.000720406	0.000839683	0.000579265	0.001872909	0.00065924
comp140143_c0_seq3	0.001160037	0.003790957	0.001737531	0.0007112	0.000720406	0.000839683	0.000579265	0.001872909	0.00065924
comp140143_c0_seq4	0.001160037	0.003790957	0.001737531	0.0007112	0.000720406	0.000839683	0.000579265	0.001872909	0.00065924
comp140151_c0_seq2	0.011996761	0.013738849	0.021769741	0.012020247	0.022660545	0.002864698	0.037740876	0.021746373	0.013083601
comp140153_c0_seq1	0.026960383	0.041657367	0.019883255	0.014716877	0.026622303	0.027193534	0.028389555	0.028283558	0.021998204
comp140153_c0_seq2	0.026960383	0.041657367	0.019883255	0.014716877	0.026622303	0.027193534	0.028389555	0.028283558	0.021998204
comp140164_c0_seq1	0.292733425	0.436818312	0.586335934	0.374804276	0.228780247	0.336209715	0.41979423	0.507469202	0.275544354
comp140164_c0_seq2	0.292733425	0.436818312	0.586335934	0.374804276	0.228780247	0.336209715	0.41979423	0.507469202	0.275544354
comp140170_c0_seq1	0.732855437	0.532982677	0.534462278	0.584825447	0.501466042	0.500650667	0.62181869	0.617892642	0.683821805
comp140170_c0_seq2	0.732855437	0.532982677	0.534462278	0.584825447	0.501466042	0.500650667	0.62181869	0.617892642	0.683821805
comp140175_c0_seq1	0.031226605	0.037712634	0.0651052	0.039411494	0.027397769	0.028822301	0.057664501	0.038389169	0.050850437
comp140175_c0_seq3	0.004990054	0.01405663	0.01808558	0.006102976	0.000724825	0.006405078	0.017311159	0.006924617	0.019907674
comp140177_c0_seq2	0.00196402	0.003702515	0.003841561	0.003262011	0.00298481	0.004482752	0.00483864	0.003531776	0.002920561
comp140177_c0_seq5	0.00196402	0.003702515	0.003841561	0.003262011	0.00298481	0.004482752	0.00483864	0.003531776	0.002920561
comp140182_c3_seq1	4.9436e-05	0.00036641	0.000789406	0.00071936	0.001483325	6.5963e-05	0.001710487	0.000579132	8.3648e-05
comp140182_c3_seq4	4.9436e-05	0.00036641	0.000789406	0.00071936	0.001483325	6.5963e-05	0.001710487	0.000579132	8.3648e-05
comp140182_c3_seq5	4.9436e-05	0.00036641	0.000789406	0.00071936	0.001483325	6.5963e-05	0.001710487	0.000579132	8.3648e-05
comp140185_c0_seq2	0.001258472	0.001566394	0.001045181	0.001583839	0.000122884	0.00133691	2.0755e-05	0.001367405	0.00127598061538462
comp140188_c0_seq1	0.042781937	0.016932764	0.033684494	0.026270567	0.046946516	0.025364335	0.031510457	0.029726368	0.033758666
comp140188_c0_seq2	0.042781937	0.016932764	0.033684494	0.026270567	0.046946516	0.025364335	0.031510457	0.029726368	0.033758666
comp140188_c0_seq3	0.042781937	0.016932764	0.033684494	0.026270567	0.046946516	0.025364335	0.031510457	0.029726368	0.033758666
comp140192_c0_seq1	0.080699316	0.025352395	0.049946415	0.057700513	0.062831478	0.048933817	0.052788813	0.04595359	0.029836446
comp140195_c0_seq2	0.148436397	0.19526936	0.219504357	0.210662926	0.178860768	0.142614733	0.264733743	0.198808347	0.261940369
comp140198_c0_seq1	0.003189475	0.003012295	0.008672967	0.004113265	0.010556115	0.001615949	0.008022969	0.008022836	0.009042275
comp140198_c0_seq2	0.003189475	0.003012295	0.008672967	0.004113265	0.010556115	0.001615949	0.008022969	0.008022836	0.009042275
comp140205_c0_seq1	0.028613611	0.027997561	0.120041174	0.047179849	0.024866796	0.016489937	0.08149969	0.087560537	0.020868293
comp140205_c0_seq2	0.028613611	0.027997561	0.120041174	0.047179849	0.024866796	0.016489937	0.08149969	0.087560537	0.020868293
